rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2jkyPVk1nbpsZD0KAS98Zw","ThxSoMch","SPIT IN MY FACE!","ThxSoMch",1,1,3,"225677"
2,"spotify:track:61BaxM1NIcadLu3gtWm2uT","SadSvit, СТРУКТУРА ЩАСТЯ","Силуети","Svit music",1,2,5,"204662"
3,"spotify:track:3XOcTnIA8aGpil8h76eH7N","zxcursed","mana break","A+",2,3,7,"120699"
4,"spotify:track:4Yzlz45QgjUKZmN2KrK4AP","Skofka","Чути гімн","Columbia Local",1,5,18,"117705"
5,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",3,8,33,"99015"
6,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","EMI",1,9,10,"96137"
7,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",7,13,20,"90157"
8,"spotify:track:37F7E7BKEw2E4O2L7u0IEp","Freddie Dredd","Limbo","Doomshop Records/RCA Records",8,12,5,"85420"
9,"spotify:track:4s1vFYAbvaSsy0gIjuqPuf","SOSKA 69","БАСЫ ДОЛБЯТ","SOSA",6,10,5,"78382"
10,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",2,14,7,"74252"
11,"spotify:track:5Zlb01Jcn0Ld49zazzZJSB","TWISTED, Oliver Tree","WORTH NOTHING - Fast and Furious: Drift Tape/Phonk Vol 1","Artist Partner Group – FF10",11,17,5,"73503"
12,"spotify:track:21LIoC4ZxT3F8xq9gidNbX","xxxmanera","Never Broke Again","steezy",1,15,24,"71905"
13,"spotify:track:1I08Gc6g5fK9zEWNZASQzq","kizaru","Мне это не нужно","Effective Records / Haunted Family",4,4,2,"70663"
14,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",8,20,29,"69317"
15,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",2,18,75,"68998"
16,"spotify:track:4oHEJ5KPf9hW1pDyQYIRIw","Aarne, BUSHIDO ZHO, ANIKV","Тесно","AA Team",1,22,17,"68332"
17,"spotify:track:6JrGELYUIbZvBV74j4Q5LN","ENLEO","інша любов","SADNESS RCRDS",6,24,20,"66020"
18,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",3,27,27,"65697"
19,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",16,29,113,"64918"
20,"spotify:track:4MQmxIxM5CXKjdq4IrCWhd","SadSvit","Касета","Independent",14,33,33,"64522"
21,"spotify:track:11BKm0j4eYoCPPpCONAVwA","Lady Gaga","Bloody Mary","Interscope",21,-1,1,"63990"
22,"spotify:track:5FkJHVudUByVjanCqFXRql","Mr.Kitty","After Dark","Juggernaut Music Group",12,35,110,"61878"
23,"spotify:track:2zHLOJoeSs3OpW8aR19AuS","uglystephan","Хэллоу Китти","Mansion Music",23,45,2,"61207"
24,"spotify:track:4NgherJDfCXWBZBYheM4jK","Kxllswxtch","WASTE","KILL! / EMPIRE",23,30,5,"61163"
25,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,34,63,"59376"
26,"spotify:track:3gVhsZtseYtY1fMuyYq06F","Rammstein","Sonne","Vertigo Berlin",26,38,12,"58898"
27,"spotify:track:01kfSdF9zfcDLri5sSWEoL","Dxrk ダーク","RAVE","Dxrk",5,36,35,"58680"
28,"spotify:track:1mAed61HkjfjJc5evljpNs","INSTASAMKA","ЗА ДЕНЬГИ ДА","NaMneCash Music",28,-1,1,"56925"
29,"spotify:track:5m8AUjnKQ3F6beIY23HOj5","kizaru","Murder Rate","Effective Records / Haunted Family",6,6,2,"56747"
30,"spotify:track:5BvKkMNYoZYYeTGVFhjlRv","Jerry Heil","Кохайтеся Чорнобриві","Universal Music Polska Sp. z o.o.",30,37,16,"55829"
31,"spotify:track:2uNrriUaePhbbmsXT8HQJU","INSTASAMKA","POPSTAR","NaMneCash Music",1,42,11,"55513"
32,"spotify:track:3LIiMyGqQ1VmriFswyoDdI","PHARAOH, Ilya Konoplev","Идиот","Dead Dynasty",32,-1,1,"55208"
33,"spotify:track:3MqaB8TndvgRZ1QSQXH7J7","SHUMEI","Біля тополі","Art Sound Media",24,39,22,"55151"
