rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4oHEJ5KPf9hW1pDyQYIRIw","Aarne, BUSHIDO ZHO, ANIKV","Тесно","AA Team",1,1,5,"153611"
2,"spotify:track:4Yzlz45QgjUKZmN2KrK4AP","Skofka","Чути гімн","Columbia Local",2,3,6,"144545"
3,"spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ","jockii druce","боі стули пельку","3761125 Records DK",2,2,5,"132312"
4,"spotify:track:21LIoC4ZxT3F8xq9gidNbX","xxxmanera","Never Broke Again","steezy",1,7,12,"120917"
5,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",4,4,21,"115000"
6,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",2,5,63,"108022"
7,"spotify:track:3pzr7iKQpV9QjLGcLcd2ic","uglystephan, Scally Milano","Заберу","Mansion Music",1,8,6,"99183"
8,"spotify:track:3Hff4mCaUFKzrq05w78tEn","Clonnex","Ya Lyublyu","Lemniskata LLC",6,6,3,"98134"
9,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",3,9,15,"92902"
10,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",10,12,17,"90571"
11,"spotify:track:24s8SuDR01re1GxkELG7d0","ENLEO","інша любов","SADNESS RCRDS",6,10,8,"87869"
12,"spotify:track:2vHzOWRKYPLu8umRPIFuOq","KALUSH, Kalush Orchestra","Stefania (Kalush Orchestra)","Columbia Local",1,11,30,"82964"
13,"spotify:track:3EkGH0yreaWUFAXBil8rmH","KALUSH, Skofka","Файна (feat. Skofka)","Columbia Local",13,13,27,"82529"
14,"spotify:track:2WzAAerBvZvvFXgUpSwHZ9","PLAYAMANE, Nateki","MIDNIGHT","PLAYAMANE",6,17,17,"80505"
15,"spotify:track:01kfSdF9zfcDLri5sSWEoL","Dxrk ダーク","RAVE","Dxrk",5,21,23,"79920"
16,"spotify:track:5mGns7qagKDzP4L2YC5ea2","Chico, Qatoshi","Допоможе ЗСУ","Naprocente music",5,15,19,"79008"
17,"spotify:track:5CYeR5CKXHYsiTQclSp7rw","Clonnex","Codeinoslav","Lemniskata LLC",10,19,7,"77407"
18,"spotify:track:489WGIBYPf4nallnJOHpK6","Chico, Qatoshi","Ластівки","Naprocente music",7,14,12,"76425"
19,"spotify:track:64Qnw6jO2dnkjV9una5peq","100лиця, SKYLERR","Вечорниці - Добрий день Everybody","Moon Vinyl s.r.o.",19,20,8,"75147"
20,"spotify:track:7IRfUFRIarTp8a8Yxa83Nl","KOLA","Чи разом?","BEST MUSIC",13,16,14,"75032"
21,"spotify:track:0iUrxveyNUBfj0cqjYEijt","MoonDeity","NEON BLADE","MoonDeity",14,28,14,"74858"
22,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,23,51,"72478"
23,"spotify:track:4jvw60Iw8LpSRJwy1sOmoB","Шайни","Yeyo!","Mansion Music",7,22,30,"72383"
24,"spotify:track:2kWuVqpxPnj131Z53vxF98","alyona alyona, Jerry Heil, ela.","KUPALA","Columbia Local",4,18,9,"69878"
25,"spotify:track:3NjAwkM75GH3cvfV9zRtv8","BUSHIDO ZHO","vodila","cplus",1,24,10,"68888"
26,"spotify:track:0zCgWGmDF0aih5qexATyBn","Mr.Kitty","After Dark","Juggernaut Music Group",12,32,98,"67111"
27,"spotify:track:0fLampmh4qsOLGitXM171a","PLOHOYPAREN","Таблетка","И.С.Б",26,40,32,"66702"
28,"spotify:track:2DHX9faMGUQQTwD1Ot4ch2","INSTASAMKA","MONEYKEN LOVE","NaMneCash Music",5,26,9,"66573"
29,"spotify:track:3MqaB8TndvgRZ1QSQXH7J7","SHUMEI","Біля тополі","Art Sound Media",25,25,10,"66556"
30,"spotify:track:5BvKkMNYoZYYeTGVFhjlRv","Jerry Heil","Кохайтеся Чорнобриві","Universal Music Polska Sp. z o.o.",30,33,4,"66535"
31,"spotify:track:0skYUMpS0AcbpjcGsAbRGj","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",17,30,3,"66027"
32,"spotify:track:1xHs6PLjlvqihewyitoP3A","Wellboy","Вишнi","Юрий Бардаш",18,31,29,"65408"
33,"spotify:track:48fzAdCxamFYCHNXXLk6zn","shadowraze","showdown","Союз Мьюзик",1,36,27,"64358"
34,"spotify:track:6KvQKU21c1ZGEoOajKfim0","Skofka","Не забудем і не пробачим","Columbia Local",34,35,11,"63889"
35,"spotify:track:4ikCWgaaGLKgb724CUNnqZ","Кореш","глаза не врут","cplus",3,39,15,"63755"
36,"spotify:track:1x8o2E70kQnWm6pHW5ApOw","uglystephan archive","ahh","Mansion Music",10,27,8,"63678"
37,"spotify:track:4S31jbr6mgGib7RAJJ3rlr","VACÍO, MORGENSHTERN","Притон","DNK Music",37,-1,1,"61946"
38,"spotify:track:42loxtj7bufLsPgZSl47I9","H8.HOOD","PHANTOM","H8.HOOD",16,34,6,"61059"
39,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",39,42,4,"61022"
40,"spotify:track:6keRNvHKCOhmySQa1jCX8P","KALUSH, Tember Blanche","Калуські вечорниці (feat. Tember Blanche)","Columbia Local",5,29,38,"59529"
41,"spotify:track:7g9brrz6mR8dm1kwYFwnRx","YARMAK, ALISA","ДИКЕ ПОЛЕ","Yarmak music",38,38,15,"59089"
42,"spotify:track:2HZLXBOnaSRhXStMLrq9fD","Ghost","Mary On A Cross","Loma Vista Recordings",42,49,4,"57058"
43,"spotify:track:5TK74MJYRmwU5NIAjGRvRq","Scally Milano, uglystephan","Я хочу тебя трахать","AMC MUSIC",27,43,23,"55859"
44,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",39,59,101,"55553"
45,"spotify:track:73HVRUpTeY48oFcc1RMfVs","Skofka","Ой на ой","Columbia Local",41,41,7,"54095"
46,"spotify:track:0EgNmGWjnYm3FMyaOW5xsM","Ed Sheeran, Antytila","2step (feat. Antytila)","Atlantic Records UK",4,37,19,"54021"
47,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",47,47,7,"53354"
48,"spotify:track:1K2ORdYBMvi5h4FvQn5hpX","Мюслі UA","Вова, їбаш їх блять","мюслі UA",2,45,23,"53230"
49,"spotify:track:11EG8OCCFflxDVkVXQF2p7","анастимоза","Проси пробачення","анастимоза",49,-1,1,"51499"
50,"spotify:track:3CLSHJv5aUROAN2vfOyCOh","DVRST","Close Eyes","DVRST",6,56,65,"50998"
51,"spotify:track:3bKxhUuoRvSRwIdyZfQa3F","Artem Pivovarov, DOROFEEVA","Думи","MOЗGI Entertainment",51,51,14,"50873"
52,"spotify:track:3yRDM5tBS7H8HG64y3x9kw","CHEEV","Гарно так","UMPG MUSIC",33,46,10,"50616"
53,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",32,60,23,"49678"
54,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",1,63,45,"48988"
55,"spotify:track:4rirIXfDRE3G9buCYVuk2V","ScurtDae","Back to Life (Birthdae)","Too Lost",52,52,3,"48812"
56,"spotify:track:48jRCynldeK3WQbvd3jr73","zxcursed","never enough","A+",4,97,26,"48466"
57,"spotify:track:27sTvQ5qRMwcL1zcdtGlOi","Scally Milano, OG Buda","Большие Бабки","AMC MUSIC",57,77,12,"48147"
58,"spotify:track:4MQmxIxM5CXKjdq4IrCWhd","SadSvit","Касета","Independent",22,61,21,"47503"
59,"spotify:track:6nqdgUTiWt4JbABDurkxMI","Hensonn","Sahara","Hensonn",47,76,42,"47355"
60,"spotify:track:7xIlDDAM1RpASn4o16S2F3","Мюслі UA, VASIA CHARISMA","Добрий день Everybody","мюслі UA",44,44,9,"47176"
61,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Parlophone UK",12,53,15,"46377"
