rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:27NovPIUIRrOZoCHxABJwK","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",1,1,3,"160462"
2,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",2,11,5,"151258"
3,"spotify:track:1GTyZID5IGOXOAUoQkVlWo","Geegun, Egor Kreed, The Limba, blago white, OG Buda, Timati, SODA LUV, GUF","На чиле","KISS KOALA",2,2,3,"101595"
4,"spotify:track:5X33A2X2OuQXUOKhawWCMm","Skryptonite, Райда","Baby mama","Musica36",4,16,6,"93078"
5,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",1,3,12,"89732"
6,"spotify:track:1esZgaqm0YKN87CIP3orJ3","Minelli","Rampampam","Global Records",3,6,10,"89585"
7,"spotify:track:4pt5fDVTg5GhEvEtlz9dKk","Måneskin","I WANNA BE YOUR SLAVE","RCA Records Label",1,4,12,"89129"
8,"spotify:track:6OGogr19zPTM4BALXuMQpF","The Weeknd","Take My Breath - Single Version","XO / Republic Records",8,-1,1,"78185"
9,"spotify:track:5MAQgObkQo8YHICDRqdYcg","MORGENSHTERN, SODA LUV, OG Buda, blago white, MAYOT","Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix","Atlantic Records Russia",1,8,13,"76169"
10,"spotify:track:0si4hbWQ2OwdxKLF6x5xEX","MORGENSHTERN","ARISTOCRAT","Atlantic Records Russia",3,7,11,"75605"
11,"spotify:track:2CyGcy1HPxcFfmeUxKnAoe","Egor Kreed","PUSSY BOY","Warner Music Russia",1,5,4,"75213"
12,"spotify:track:2L2iWhBsyosVcxx36iurfa","fem.love","1000-7","A+",9,10,6,"73710"
13,"spotify:track:776AftMmFFAWUIEAb3lHhw","Måneskin","ZITTI E BUONI","RCA Records Label",1,12,12,"73617"
14,"spotify:track:6Abmb1Nh7Bc5U6o4iEgSDH","HammAli & Navai","Птичка","Atlantic Records Russia",9,13,12,"73103"
15,"spotify:track:0sZ3fmbfUS5tMVzhXLXXPE","Dzharakhov, Markul","Я в моменте","Warner Music Russia",3,15,10,"72437"
16,"spotify:track:0nqWnlvSpyqbk2Xp9mncVL","BRANYA, MACAN","Пополам","GOLDEN SOUND",6,14,9,"69101"
17,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,17,20,"68722"
18,"spotify:track:4G4Nxu6AtSSEP68n3yUksh","Egor Kreed, OG Buda","ЗДРАВСТВУЙТЕ (feat. OG Buda)","Warner Music Russia",2,9,7,"68515"
19,"spotify:track:6PQ88X9TkUIAUIZJHW2upE","Ed Sheeran","Bad Habits","Atlantic Records UK",13,18,7,"68286"
20,"spotify:track:1tzTlRMcw9xDqrNRzj3H2g","DEAD BLONDE","Мальчик на девятке","DEAD BLONDE",2,19,17,"61580"
21,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",8,20,19,"59501"
22,"spotify:track:0NPRigM2lZGGFW3OD48g43","Wellboy","Гуси","PAPA MUSIC",22,29,7,"59271"
23,"spotify:track:3CLSHJv5aUROAN2vfOyCOh","DVRST","Close Eyes","DVRST",20,21,9,"58993"
24,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",5,23,39,"58201"
25,"spotify:track:3UlGli59XnXKdaocUFn0gw","10AGE","Пушка","Legacy Music",13,22,8,"56175"
26,"spotify:track:5i146wcbKkhP0ywZHQb7al","Aarne, LIL KRYSTALLL","Kebab Boy","AA Team",26,27,2,"55223"
27,"spotify:track:0Mfjy6p9vZsfzbQReWdooZ","ooes","ночь","rabstvo",27,33,13,"54541"
28,"spotify:track:4gT7qs2RlsrY3bzwtmdHDw","SLAVA MARLOW","CAMRY 3.5","Atlantic Records Russia",1,24,7,"53508"
29,"spotify:track:36W02sCbiFy6lQTEHCV7Ci","uglystephan archive","Slime Love","Mansion Music",26,26,3,"53037"
30,"spotify:track:4LMDURDB7ZcfDZKhLKyG5D","OG Buda, Egor Kreed, MAYOT, SODA LUV","Сайфер","KISSKOALA",30,37,15,"48886"
31,"spotify:track:1GOiMxQXZUzjzH0Sxpck0B","kizaru","Дежавю","KISS KOALA",1,31,57,"48677"
32,"spotify:track:0cOftxEWGyu4XAqEsqmdWS","ooes","зима","rabstvo",15,35,14,"48529"
33,"spotify:track:3uCth4TIWyeQDnj3YbAVQB","Miyagi & Andy Panda","Патрон","Hajime Records",5,36,19,"48420"
34,"spotify:track:7Eyfmn0zcgcjGUrWlFdgqa","Galibri & Mavik","Федерико Феллини","FOMENKOF",34,45,8,"47190"
35,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,44,57,"47180"
36,"spotify:track:6WX6YUtobLydEjuvFqVggj","Miyagi & Andy Panda, TumaniYO","Brooklyn","Hajime Records",36,50,56,"46690"
37,"spotify:track:4wT9xC986HKw6LMObnOLfr","SODA LUV","Тысячи рук","SODA LUV",10,32,14,"46344"
38,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",25,46,12,"45772"
39,"spotify:track:56eV7dmQU2tlUT9QsVQWUV","OG Buda, Polyana","Старшие","KISSKOALA",17,34,15,"45613"
40,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",28,28,2,"45501"
41,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",12,30,15,"45455"
42,"spotify:track:1nINIHobpPWexRP8ABH8bT","10AGE","Нету интереса","Legacy Music",2,40,21,"44781"
43,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,42,32,"44751"
44,"spotify:track:5yO3MLtyhuTeRqinBGtanU","LOBODA","Allo","KISS KOALA",44,57,4,"44409"
45,"spotify:track:3euwIpljAgZ47S6XnOWaA9","SODA LUV, WHY, BERRY","Бигасс","SODA LUV",7,39,23,"44302"
46,"spotify:track:2DYzsMQpO7xOw7b3JwyIWP","Korol i Shut","Кукла колдуна","United Music Group",5,38,55,"43823"
47,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",47,58,8,"42277"
48,"spotify:track:1hfISzdAwnywAKxaSpfloo","Skryptonite","Положение","Gazgolder Records",10,41,57,"41384"
49,"spotify:track:5m5rShfBQk4UpG7vpsEKzf","Miyagi & Andy Panda","Minor","Hajime Records",7,52,56,"40788"
50,"spotify:track:0FAdSVliQTyp25W6eh0QCw","MORGENSHTERN","SHOW","Atlantic Records Russia",2,47,13,"40033"
51,"spotify:track:5UA91vNE3eOl7xeRGFa7tg","The Limba, Rakhim","Хентай","Atlantic Records Russia",38,43,3,"39850"
52,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",31,49,13,"39812"
53,"spotify:track:5XFPXH2ieaL05Xgsati1JJ","ROCKET","She Wants","Still Only",53,53,18,"39471"
54,"spotify:track:79i617mqpQLwUs3WTokYX9","Benedixhion","toxin","sadboisonlyclub",8,48,39,"39443"
55,"spotify:track:2Z0OcpA4i1KayJbXn800le","Skryptonite","Чистый - OST «Псих»","Musica36",3,59,35,"39320"
56,"spotify:track:0pJQI29n8ZfWTTUWn6Ncvb","Pornofilmy","Я так соскучился","ПОРНОФИЛЬМЫ",56,56,35,"38596"
57,"spotify:track:2mvP5OEZXWL0QefQSq7z6b","GUMA","Стеклянная","Warner Music Russia",57,-1,1,"38182"
58,"spotify:track:5XlBwrzkl4FQQZlgjhlAXR","Платина","Сердце для шалав","РНБ КЛУБ",58,-1,1,"38135"
59,"spotify:track:41bGn6u78I8eNZg86tx3vp","Skryptonite","Москва любит...","Musica36",12,62,57,"37760"
60,"spotify:track:3DjXe9iSnGVFZFWlkxIni5","INSTASAMKA","JUICY","NaMneCash Music",60,146,3,"37289"
61,"spotify:track:5qhdXxsc1l7hQHOc1aZaGn","Big Baby Tape","KARI","Warner Music Russia",2,79,34,"36446"
62,"spotify:track:5uDXZnyjYTjaMxDIjFhXsC","MORGENSHTERN, Imanbek, Fetty Wap, KDDK","Leck","Effective Records",2,55,15,"36400"
63,"spotify:track:29bhnde7Gvnp7rvY9zsq5S","Go_A","SHUM","Universal Music Polska Sp. z o.o.",4,51,14,"36300"
64,"spotify:track:6kZ2FxkEd6Q62eQk36e7xt","Artik & Asti","Она не я","Warner Music Russia",42,81,3,"36060"
65,"spotify:track:1C0UmBm1nyXdjiek3nQKAz","MORGENSHTERN","NOMINALO","Atlantic Records Russia",11,54,11,"36039"
66,"spotify:track:1w6yKhAgRhIaZhsWEay2H3","ROCKET","Infinite Tsukuyomi","Still Only",26,93,51,"35949"
67,"spotify:track:2d1MywHy6FwKdzxFuSJnwl","Imagine Dragons","Wrecked","KIDinaKORNER/Interscope Records",20,75,6,"35888"
68,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",12,78,16,"35341"
69,"spotify:track:2Db7e6H4R5XXnyuTtxUggp","MORGENSHTERN","ДУЛО","Atlantic Records Russia",1,60,14,"35329"
70,"spotify:track:2eTAjr8mM045EaCZRw0xFJ","SLAVA MARLOW","Ты далеко","Atlantic Records Russia",70,-1,1,"35257"
71,"spotify:track:4m5olwfzFs9DYa5CZwFJwz","Skryptonite, INDABLACK, qurt, Rodionis","Цифры","Musica36",25,25,3,"35241"
72,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",10,73,18,"34907"
73,"spotify:track:7z76CNdctcLMga7kb0WyJG","CMH, Lida","СТИКЕР","cmh",60,64,9,"34590"
74,"spotify:track:0Ot69EEAbZaZohRSYYu0I7","Ваня Дмитриенко","Венера-Юпитер","Zion Music",10,101,32,"34020"
75,"spotify:track:2z8QxqQ6Kesq4NFfi7A638","Skryptonite, 104","Цепи","Gazgolder Records",60,77,57,"33872"
76,"spotify:track:6HHcW1tddM6sHVBBjOkeIb","MORGENSHTERN","DINERO","Atlantic Records Russia",9,66,11,"33641"
77,"spotify:track:1aAcW69jxv3pp3I84oZGqP","Korol i Shut","Дурак и молния","United Music Group",12,88,31,"33572"
78,"spotify:track:5mnpMkzp3Z2RCCbwIEZCbv","PlayaPhonk","Phonky Town","Arista Records",14,72,14,"33463"
79,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",45,82,16,"33448"
80,"spotify:track:4CeBKWWLXMrQMFsP0Q0K3V","Miyagi & Andy Panda","Kosandra","Hajime Records",52,76,57,"33303"
81,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",81,107,2,"33250"
82,"spotify:track:1FDMf01sTi7wkZ5RqUndTN","OG Buda, MAYOT","Добро Пожаловать (Prod. by wex & treepside)","cplus",19,61,16,"33169"
83,"spotify:track:5ypGPnY9ApOtsAcnMi90f7","NK","Красное Вино","Nice2Cu",75,95,12,"33139"
84,"spotify:track:1MnwDuTK1m9AV3nV3kUVes","HammAli & Navai","У окна","Atlantic Records Russia",40,80,6,"33131"
85,"spotify:track:13vbcNzmLEgNdC9FewtlDL","SEEMEE, SODA LUV","Голодный пёс [prod. by Pretty Scream]","cplus",2,65,29,"33045"
86,"spotify:track:5YaskwnGDZFDRipaqzbwQx","ATB, Topic, A7S","Your Love (9PM)","Virgin",59,70,27,"33029"
87,"spotify:track:7FUzvOhDj64gFgjex5St3Y","LOVV66","Трап Трап","KISSKOALA",16,67,11,"33013"
88,"spotify:track:15DFn3vTau6cWzB427va8o","MONATIK","Зажигать/JoMo","MONATIK Corporation/Best Music",26,68,3,"32763"
89,"spotify:track:40uMIn2zJLAQhNXghRjBed","Post Malone","Motley Crew","Republic Records",23,71,5,"31923"
90,"spotify:track:4a9FufecE8DI2PjiJnLlpS","DOROFEEVA","gorit","MOЗGI Entertainment",11,94,38,"31900"
91,"spotify:track:1nJJOKAt8FSzTdQtf3wNea","Pretty Scream, MAYOT","Ты","OOO Universal Music",23,63,9,"31881"
92,"spotify:track:3x07zKO2T4OcRq0AjE2Oac","MORGENSHTERN","OLALA","Atlantic Records Russia",6,74,11,"31508"
93,"spotify:track:1CqOEa4NIRBaWR6sNHTDTo","Перемотка","Как тебя покорить","UP!UP!UP! Music",55,85,14,"31497"
94,"spotify:track:6rnmvTLg2KnF0rZUCgRWHH","MAX BARSKIH, Zivert","Bestseller","Secret Service Digital & Publishing LTD",28,90,21,"31400"
95,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",20,84,41,"31382"
96,"spotify:track:1P9oRiZJWnxe2pZmYUZ5eC","Skryptonite","Это любовь","Gazgolder Records",78,98,57,"31160"
97,"spotify:track:5uEYRdEIh9Bo4fpjDd4Na9","Travis Scott, HVME","Goosebumps - Remix","Cactus Jack / Epic",29,104,29,"30545"
98,"spotify:track:2fIBmScNzkGmSJ3y2XsmEI","Miyagi & Andy Panda","Yamakasi","Hajime Records",6,97,56,"30389"
99,"spotify:track:2UbVnbE5FH6008mAm6Mmgw","OneRepublic","Run","Mosley Music/Interscope Records",50,103,14,"29558"
100,"spotify:track:7HMz8o0m7ASQ3ImFPfhWTY","Måneskin","CORALINE","RCA Records Label",9,86,12,"29498"
101,"spotify:track:5PfJZqMbH0NZjhI2i9fHuW","MiyaGi","Captain","Hajime Records",101,111,21,"29265"
102,"spotify:track:2bqS0QtnXGjOYs3z6VtSyW","Poshlaya Molly","Контракт","DROPBLED",15,120,22,"29129"
103,"spotify:track:2IMrzJTRHGndoUbM39QIJ7","shadowraze, GENJUTSU","1000-7","Союз Мьюзик",99,108,7,"29106"
104,"spotify:track:2ZKoklzkkjSXjhvSpNIDU5","MAYOT","В моих мыслях","cplus",13,69,5,"28875"
105,"spotify:track:6ugYbXPyqfpYTtG9z6YRvH","SODA LUV, BUSHIDO ZHO","Коми","SODA LUV",14,87,37,"28596"
106,"spotify:track:1AuvZZkmzlsArfACRNk97B","ROCKET","Monday","Still Only",13,139,43,"28463"
107,"spotify:track:4DcMqvjv5pcYVu9jTBhpDH","ROCKET","Инкассатор","Still Only",65,121,57,"28426"
