rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",1,1,12,"244950"
2,"spotify:track:0ZGHCIFlJWqwB4TpG8LFbe","КОСМОНАВТОВ НЕТ","МЯТОЙ - remix 2010","OOO Universal Music",2,16,2,"203008"
3,"spotify:track:7j6eSKC2Hv3lcElPyR1bP3","КОСМОНАВТОВ НЕТ","баночка с окурками","OOO Universal Music",3,3,3,"186152"
4,"spotify:track:6TYmpWMxhqv0TVtiAIwzBW","MORGENSHTERN","ПОЧЕМУ?","Atlantic Records Russia",4,-1,1,"161402"
5,"spotify:track:1OeGvzNcGC2s6F41lmCdjA","remember.","Кожура","VAUVISION",1,2,5,"160771"
6,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",6,14,42,"154081"
7,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",7,7,22,"144412"
8,"spotify:track:0r9fpWPI6z3V3YZXIiVaNC","Big Baby Tape, kizaru","99 Problems","KISS KOALA",1,4,13,"138415"
9,"spotify:track:4umjgYILQbHyV41ZmaemQm","Big Baby Tape, kizaru","Million","KISS KOALA",2,5,13,"128438"
10,"spotify:track:3yCKABoZU3FVFuyVBc5VlM","rizza, Sqwore","плачь","Adam Music",10,10,15,"125305"
11,"spotify:track:16AzcbKli3UQsxj491hJLQ","Big Baby Tape, kizaru","Bandana","KISS KOALA",1,6,13,"120997"
12,"spotify:track:1AMf9lmFOmLmb0e57QB78e","Дора, MAYBE BABY","Барбисайз","Streaming Club, under exclusive license to Rhymes Music Inc.",6,11,6,"107593"
13,"spotify:track:57V0VhEg1CAkPXeaCLikNW","shadowraze","juggernaut (Prod. by PLVSTIC)","Союз Мьюзик",13,17,23,"105585"
14,"spotify:track:1vLBDj2hhzAVskV5OUQ5d2","nkeeei, uniqe, ARTEM SHILOVETS, SAGARA","Лифон","KISS KOALA",6,8,8,"104246"
15,"spotify:track:0xEET0hVtwAEI5iVMWmD5C","shadowraze","shadowfiend","Gamma Music",15,19,20,"104074"
16,"spotify:track:3bbkkPpf8AdRU6DurnvoC4","Big Baby Tape, Молодой Платон","ВЛЮБИЛАСЬ","OOO Universal Music",7,13,5,"98694"
17,"spotify:track:3auzaPW4fXa8oI4KbTalAU","shadowraze, babyswishh1","psiblades","Союз Мьюзик",17,20,16,"95352"
18,"spotify:track:7rvEwAILTqxBpdIyUifkE8","Miyagi & Andy Panda, Mav-d","Marmalade","Hajime Records",6,12,9,"93176"
19,"spotify:track:3mcw4dkjfzj5B4Ago9NSmN","uniqe, nkeeei, ARTEM SHILOVETS","ТОЛПЫ КРИЧАТ","steezy",1,18,17,"92048"
20,"spotify:track:1r9xUipOqoNwggBpENDsvJ","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",6,15,12,"91555"
21,"spotify:track:0YMRW5mlu9bUCWeRMZfB32","Miyagi & Andy Panda","Буревестник","Hajime Records",9,9,2,"90685"
22,"spotify:track:2IMrzJTRHGndoUbM39QIJ7","shadowraze, GENJUTSU","1000-7","Союз Мьюзик",22,24,30,"86953"
23,"spotify:track:5X1FYw7MXEgnPmQAYwAa0q","quiizzzmeow","Aomine Daiki","SAVAGE$TATION",1,22,16,"84163"
24,"spotify:track:5X33A2X2OuQXUOKhawWCMm","Skryptonite, Райда","Baby mama","Musica36",1,26,29,"78063"
25,"spotify:track:1Kp2TF4fFYjJPqEMf1U0RK","OG Buda, 17 SEVENTEEN, MAYOT","Вина","KISSKOALA",6,21,5,"76786"
26,"spotify:track:3CLSHJv5aUROAN2vfOyCOh","DVRST","Close Eyes","DVRST",6,23,32,"75467"
27,"spotify:track:2rowi7dF3AqhugMtAnvQmP","GONE.Fludd","TRAXXXMANIA","KISS KOALA",1,25,15,"74199"
28,"spotify:track:2UxHaQdCaLxLMsVWOHg72M","КОСМОНАВТОВ НЕТ","тпм","OOO Universal Music",28,56,2,"73498"
29,"spotify:track:6GyZQ9o0dBU9V0NIjGPz2r","FACE","Домино","Face",29,44,4,"72712"
30,"spotify:track:5YDBHDEIgWkfairCJgGApW","Lusia Chebotina","СОЛНЦЕ МОНАКО","RockFam",25,28,11,"72512"
31,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",2,27,28,"71508"
32,"spotify:track:4fouWK6XVHhzl78KzQ1UjL","GAYLE","abcdefu","Atlantic/Arthouse Records",11,33,8,"69676"
33,"spotify:track:2398GSLbctyjLClJrqskt2","Sqwore","Звезда упала","OOO Universal Music",6,37,8,"68640"
34,"spotify:track:2L2iWhBsyosVcxx36iurfa","fem.love","1000-7","A+",9,41,29,"67523"
35,"spotify:track:2INWHGzw5qTbdeLDARChfe","Kambulat","Привет","Legacy Music",9,34,10,"66046"
36,"spotify:track:0z58HQdBeOGPCveLYfX6lO","semmmyq, shinra","untitled","Союз Мьюзик",36,42,31,"66043"
37,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",1,30,26,"65688"
38,"spotify:track:2mKa6WpSZ97avRyIlPKRK8","quiizzzmeow","сети","SAVAGE$TATION",5,32,5,"65355"
39,"spotify:track:1xASDcZcb869OkSu86Wbw8","вышел покурить","кладбище","Dying sky",38,38,35,"65054"
