rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:776AftMmFFAWUIEAb3lHhw","Måneskin","ZITTI E BUONI","RCA Records Label",1,1,2,"314065"
2,"spotify:track:4pt5fDVTg5GhEvEtlz9dKk","Måneskin","I WANNA BE YOUR SLAVE","RCA Records Label",2,5,2,"243373"
3,"spotify:track:0si4hbWQ2OwdxKLF6x5xEX","MORGENSHTERN","ARISTOCRAT","Atlantic Records Russia",3,-1,1,"162545"
4,"spotify:track:7mEDVrAHDnQJStDo8jKJJm","Go_A","SHUM","Universal Music Polska Sp. z o.o.",4,4,4,"144618"
5,"spotify:track:0FAdSVliQTyp25W6eh0QCw","MORGENSHTERN","SHOW","Atlantic Records Russia",2,2,3,"142709"
6,"spotify:track:3x07zKO2T4OcRq0AjE2Oac","MORGENSHTERN","OLALA","Atlantic Records Russia",6,-1,1,"136141"
7,"spotify:track:5MAQgObkQo8YHICDRqdYcg","MORGENSHTERN, SODA LUV, OG Buda, blago white, MAYOT","Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix","Atlantic Records Russia",1,6,3,"132062"
8,"spotify:track:6qbIECewSOpuBhWaU98Sp8","MORGENSHTERN","HUBLOT","Atlantic Records Russia",8,-1,1,"128987"
9,"spotify:track:6HHcW1tddM6sHVBBjOkeIb","MORGENSHTERN","DINERO","Atlantic Records Russia",9,-1,1,"128415"
10,"spotify:track:7HMz8o0m7ASQ3ImFPfhWTY","Måneskin","CORALINE","RCA Records Label",10,34,2,"119140"
11,"spotify:track:1C0UmBm1nyXdjiek3nQKAz","MORGENSHTERN","NOMINALO","Atlantic Records Russia",11,-1,1,"118266"
12,"spotify:track:12BfsRTFvmYVU5zZmdpGHg","MORGENSHTERN","GTA","Atlantic Records Russia",12,-1,1,"113074"
13,"spotify:track:2Db7e6H4R5XXnyuTtxUggp","MORGENSHTERN","ДУЛО","Atlantic Records Russia",1,9,4,"100976"
14,"spotify:track:1tzTlRMcw9xDqrNRzj3H2g","DEAD BLONDE","Мальчик на девятке","DEAD BLONDE",2,11,7,"100232"
15,"spotify:track:6QB1oWG24viKZEW3WgXWeZ","MORGENSHTERN","Я КОГДА-НИБУДЬ УЙДУ","Atlantic Records Russia",15,-1,1,"99355"
16,"spotify:track:6g2r8GK0vQz2xHBeMeBJth","MORGENSHTERN","PABLO","Atlantic Records Russia",3,3,2,"96817"
17,"spotify:track:7FUzvOhDj64gFgjex5St3Y","LOVV66","Трап Трап","KISSKOALA",17,-1,1,"96553"
18,"spotify:track:09w8NWGkVQKOWjFhuQBNIV","MORGENSHTERN","ПАПИН ТАНК","Atlantic Records Russia",18,-1,1,"91700"
19,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,13,22,"90935"
20,"spotify:track:4Ft9USn7HYIEpBXi7tSUIA","MORGENSHTERN","PULL UP","Atlantic Records Russia",20,-1,1,"85760"
21,"spotify:track:6Abmb1Nh7Bc5U6o4iEgSDH","HammAli & Navai","Птичка","Atlantic Records Russia",21,24,2,"80785"
22,"spotify:track:4wT9xC986HKw6LMObnOLfr","SODA LUV","Тысячи рук","SODA LUV",10,17,4,"79429"
23,"spotify:track:3Eb1hUNG5e1gF7OkftH9Hg","MORGENSHTERN","МАНИЯ","Atlantic Records Russia",23,-1,1,"77327"
24,"spotify:track:3VqeTFIvhxu3DIe4eZVzGq","BTS","Butter","BIGHIT MUSIC",7,7,2,"77225"
25,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",25,145,2,"75044"
26,"spotify:track:3euwIpljAgZ47S6XnOWaA9","SODA LUV, WHY, BERRY","Бигасс","SODA LUV",7,22,13,"74888"
27,"spotify:track:4YigzcQjSi7WPgJ34W8orv","MORGENSHTERN","Я НА ТАБЛАХ","Atlantic Records Russia",27,-1,1,"74019"
28,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,16,10,"73899"
29,"spotify:track:7EhsIpv1vEaclEeP19gbMu","MORGENSHTERN","КОГДА НАС ОТПУСТИТ","Atlantic Records Russia",29,-1,1,"73187"
30,"spotify:track:5uDXZnyjYTjaMxDIjFhXsC","MORGENSHTERN, Imanbek, Fetty Wap, KDDK","Leck","Effective Records",2,18,5,"72286"
31,"spotify:track:3y1fkvCTbBhNXQpR56KXYC","ooes","зима","ooes",16,21,4,"68109"
32,"spotify:track:0BRbI3ZMPXuj9yA7ChDGOW","PlayaPhonk","Phonky Town","Arista Records",14,25,4,"66114"
33,"spotify:track:4KiFqaxjnmVm0gyIPIRRgH","SEEMEE, SODA LUV","Голодный пёс [prod. by Pretty Scream]","cplus",2,23,19,"65757"
34,"spotify:track:1nINIHobpPWexRP8ABH8bT","10AGE","Нету интереса","Legacy Music",2,20,11,"65603"
35,"spotify:track:1aX0Ki80LFzzhqxqRlqbAV","Måneskin","Morirò da Re","RCA Records Label",35,76,2,"64843"
36,"spotify:track:3590AAEoqH50z4UmhMIY85","Måneskin","Torna a casa","RCA Records Label",36,55,2,"64396"
37,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",8,26,9,"63482"
38,"spotify:track:0gCOqruLa3pfDG73U7x5Hy","DEAD BLONDE","Бесприданница","GSPD",15,19,4,"62821"
39,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",39,46,5,"55818"
40,"spotify:track:1GOiMxQXZUzjzH0Sxpck0B","kizaru","Дежавю","KISS KOALA",1,32,47,"55344"
41,"spotify:track:1BXPogWDVAYnHmTpCu4PxB","MORGENSHTERN","БЕБЕБЕ","Atlantic Records Russia",10,10,2,"54935"
42,"spotify:track:748mdHapucXQri7IAO8yFK","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",10,28,8,"54500"
43,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",38,38,3,"54468"
44,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",5,30,29,"54374"
45,"spotify:track:0IaWYTFIHIu1iHytmq3gup","MORGENSHTERN","РЕТРО РЕЙВ","Atlantic Records Russia",8,8,2,"54083"
46,"spotify:track:79i617mqpQLwUs3WTokYX9","Benedixhion","toxin","sadboisonlyclub",8,37,29,"52960"
47,"spotify:track:56eV7dmQU2tlUT9QsVQWUV","OG Buda, Polyana","Старшие","KISSKOALA",33,50,5,"51443"
48,"spotify:track:3uCth4TIWyeQDnj3YbAVQB","Miyagi & Andy Panda","Патрон","Hajime Records",5,35,9,"51195"
49,"spotify:track:4KfmruShP5zOi9hYjM76e6","MORGENSHTERN","Cristal & МОЁТ","Atlantic Records Russia (Distribution)",1,41,23,"50103"
50,"spotify:track:1FDMf01sTi7wkZ5RqUndTN","OG Buda, MAYOT","Добро Пожаловать (Prod. by wex & treepside)","cplus",19,40,6,"48462"
51,"spotify:track:1RxiRx3WgDZPBh6Dc64vsR","MORGENSHTERN","СКИТ ОТ @VSBATTLEVIDEO","Atlantic Records Russia",51,-1,1,"47315"
52,"spotify:track:53iGzPusAzNm0NaNrlWv8h","kizaru, Big Baby Tape","Stick Out","KISS KOALA",1,33,5,"47139"
53,"spotify:track:6A8B1kJ9ZNHbl2uFPN6Wtm","Blind Channel","Dark Side","Century Media",39,39,2,"46150"
54,"spotify:track:6Vfo6O3hk38vDcSpazNo3p","Måneskin","VENT'ANNI","RCA Records Label",54,64,2,"46116"
55,"spotify:track:7zDT00UVHuzrHorboTTOq6","SLAVA MARLOW","КОМУ ЭТО НАДО?","Atlantic Records Russia",5,27,3,"45530"
56,"spotify:track:6ugYbXPyqfpYTtG9z6YRvH","SODA LUV, BUSHIDO ZHO","Коми","SODA LUV",14,48,27,"45495"
57,"spotify:track:3LiyBbbo5Negbgq9RV9qJa","SODA LUV","ХОТБОКС (prod. by Young Royce)","cplus",10,43,21,"45275"
58,"spotify:track:2DYzsMQpO7xOw7b3JwyIWP","Korol i Shut","Кукла колдуна","United Music Group",5,45,45,"44189"
59,"spotify:track:3ZeyEvTgSlKajHc0fckgZT","Måneskin","FOR YOUR LOVE","RCA Records Label",59,120,2,"44059"
60,"spotify:track:2l7V3AuTxGuswKjGovaSEv","Måneskin","LA PAURA DEL BUIO","RCA Records Label",60,105,2,"43843"
61,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,47,47,"43737"
62,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",20,42,31,"42861"
63,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",12,52,6,"41200"
64,"spotify:track:1hfISzdAwnywAKxaSpfloo","Skryptonite","Положение","Gazgolder Records",10,53,47,"40491"
65,"spotify:track:7rRzijIIKQ8GntJ8IUwUyY","DJ SMASH, MORGENSHTERN","Новая волна","SHIRMAN/MORGENSHTERN/MANSION",2,44,9,"40182"
66,"spotify:track:4AIatGjGyVipeEAzCMTqOg","Måneskin","Somebody Told Me","RCA Records Label",66,-1,1,"39704"
67,"spotify:track:0e2de4hqK1CKt0dolrcrzb","MORGENSHTERN","ТЫ ОСЛЕП","Atlantic Records Russia",12,12,2,"38887"
68,"spotify:track:2vuRLuYUWwwQgQtg1TzkKj","MORGENSHTERN, SLAVA MARLOW","Быстро","Atlantic Records Russia (Distribution)",3,57,32,"38252"
69,"spotify:track:12Kknh5NqqAukiyevjDQkT","SLAVA MARLOW","ТЫ ГОРИШЬ КАК ОГОНЬ","Atlantic Records Russia",1,56,15,"37364"
70,"spotify:track:2Z0OcpA4i1KayJbXn800le","Skryptonite","Чистый - OST «Псих»","Musica36",3,59,25,"36866"
71,"spotify:track:0UbepzIf8xGtqFxk3udMNn","MORGENSHTERN","ЧЁРНЫЙ БУМЕР","Atlantic Records Russia",14,14,2,"34990"
72,"spotify:track:18t2lAzaHW2bJomYeyzrpy","SLAVA MARLOW","Снова я напиваюсь","Atlantic Records Russia (Distribution)",1,62,35,"33757"
73,"spotify:track:4HBZlDcXrlUnGYJHMCZSI7","Flëur","Формалин","Flëur",58,97,6,"33587"
74,"spotify:track:4M2O9at0fryRSQYVh3MgdK","uglystephan","Skamming Shit","Mansion Music",17,65,14,"33538"
75,"spotify:track:4ZZrdvMrb28wnELuJmks9W","MORGENSHTERN","NO MO LUV","Atlantic Records Russia",15,15,2,"33489"
76,"spotify:track:2ig9i7fHMdqXQREpMlO9y7","JAMIK, PUSSYKILLER","Франция","Limited Edition",5,63,11,"33354"
77,"spotify:track:6rnmvTLg2KnF0rZUCgRWHH","MAX BARSKIH, Zivert","Bestseller","Secret Service Digital & Publishing LTD",28,67,11,"33278"
78,"spotify:track:3bghEsjRvDLVt6PE3Loc4G","Go_A","Шум","BRYNZA MUSIC",49,49,3,"33246"
79,"spotify:track:77xp5NlTBLmomb10ktsH4Q","Mekhman","Копия пиратская","A+",79,-1,1,"33096"
80,"spotify:track:5uEYRdEIh9Bo4fpjDd4Na9","Travis Scott, HVME","Goosebumps - Remix","Cactus Jack / Epic",29,70,19,"32922"
81,"spotify:track:1ABG6ke9SdUK9YayVafbcX","Måneskin","Le parole lontane","RCA Records Label",81,-1,1,"32854"
82,"spotify:track:7pimTwSxwlq3OeG8ARZqEK","SODA LUV","Go! Смув","SODA LUV",15,71,20,"32604"
83,"spotify:track:2lDgdWIGLYuk74pDeRPgPF","Måneskin","Chosen","RCA Records Label",83,161,2,"32294"
84,"spotify:track:2BITQ360Knh6qNAOqR7Dyq","Trippie Redd, Playboi Carti","Miss The Rage (feat. Playboi Carti)","1400 Entertainment / 10K Projects",8,60,4,"32292"
85,"spotify:track:36ONZ2CvV8KsLPapNPGTqa","Måneskin","L'altra dimensione","RCA Records Label",85,171,2,"32266"
86,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",45,81,6,"31948"
