rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2uNrriUaePhbbmsXT8HQJU","INSTASAMKA","POPSTAR","NaMneCash Music",1,-1,1,"189319"
2,"spotify:track:4Yzlz45QgjUKZmN2KrK4AP","Skofka","Чути гімн","Columbia Local",1,1,8,"137881"
3,"spotify:track:4oHEJ5KPf9hW1pDyQYIRIw","Aarne, BUSHIDO ZHO, ANIKV","Тесно","AA Team",1,2,7,"120492"
4,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",3,3,23,"119236"
5,"spotify:track:21LIoC4ZxT3F8xq9gidNbX","xxxmanera","Never Broke Again","steezy",1,5,14,"109975"
6,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",3,8,17,"105710"
7,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",2,6,65,"102179"
8,"spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ","jockii druce","боі стули пельку","3761125 Records DK",2,4,7,"99004"
9,"spotify:track:3pzr7iKQpV9QjLGcLcd2ic","uglystephan, Scally Milano","Заберу","Mansion Music",1,7,8,"98208"
10,"spotify:track:24s8SuDR01re1GxkELG7d0","ENLEO","інша любов","SADNESS RCRDS",6,9,10,"90508"
11,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",10,10,19,"86910"
12,"spotify:track:3Hff4mCaUFKzrq05w78tEn","Clonnex","Ya Lyublyu","Lemniskata LLC",6,11,5,"85465"
13,"spotify:track:01kfSdF9zfcDLri5sSWEoL","Dxrk ダーク","RAVE","Dxrk",5,12,25,"84695"
14,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",14,15,6,"84230"
15,"spotify:track:0vLdm3rMRElZDkxtzDHepr","Oxxxymiron","ОЙДА","Oxxxymiron",15,-1,1,"82876"
16,"spotify:track:2WzAAerBvZvvFXgUpSwHZ9","PLAYAMANE, Nateki","MIDNIGHT","PLAYAMANE",6,14,19,"81599"
17,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,18,53,"78308"
18,"spotify:track:2vHzOWRKYPLu8umRPIFuOq","KALUSH, Kalush Orchestra","Stefania (Kalush Orchestra)","Columbia Local",1,16,32,"77515"
19,"spotify:track:3EkGH0yreaWUFAXBil8rmH","KALUSH, Skofka","Файна (feat. Skofka)","Columbia Local",13,13,29,"76676"
20,"spotify:track:7IRfUFRIarTp8a8Yxa83Nl","KOLA","Чи разом?","BEST MUSIC",13,21,16,"75039"
21,"spotify:track:5mGns7qagKDzP4L2YC5ea2","Chico, Qatoshi","Допоможе ЗСУ","Naprocente music",5,17,21,"73685"
22,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment/Interscope Records",22,-1,1,"73325"
23,"spotify:track:0iUrxveyNUBfj0cqjYEijt","MoonDeity","NEON BLADE","MoonDeity",14,19,16,"72362"
24,"spotify:track:6KQz9Xgc82clHGWzGUA5xw","БРЕДИШЬ","Социум","Союз Мьюзик",24,26,2,"71129"
25,"spotify:track:5CYeR5CKXHYsiTQclSp7rw","Clonnex","Codeinoslav","Lemniskata LLC",10,24,9,"70127"
26,"spotify:track:64Qnw6jO2dnkjV9una5peq","100лиця, SKYLERR","Вечорниці - Добрий день Everybody","Moon Vinyl s.r.o.",19,23,10,"69608"
27,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",27,38,103,"68704"
