rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0r9fpWPI6z3V3YZXIiVaNC","Big Baby Tape, kizaru","99 Problems","KISS KOALA",1,1,7,"191472"
2,"spotify:track:4umjgYILQbHyV41ZmaemQm","Big Baby Tape, kizaru","Million","KISS KOALA",2,2,7,"177881"
3,"spotify:track:16AzcbKli3UQsxj491hJLQ","Big Baby Tape, kizaru","Bandana","KISS KOALA",1,3,7,"165964"
4,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",4,5,6,"147454"
5,"spotify:track:7gPyGGhy2cVVVOq5V5jUt4","Даня Милохин, Mumiy Troll","Башня","Atlantic Records Russia",4,4,2,"131217"
6,"spotify:track:1r9xUipOqoNwggBpENDsvJ","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",6,9,6,"109634"
7,"spotify:track:3KGyzyAIUPP6wLXc7NhtrH","Oxxxymiron","Хоп-механика","Oxxxymiron",7,51,2,"108426"
8,"spotify:track:0zBQznV5QeLsqPz5sgU2hq","Oxxxymiron","Мы все умрем","Oxxxymiron",8,75,2,"103839"
9,"spotify:track:1vLBDj2hhzAVskV5OUQ5d2","nkeeei, uniqe, ARTEM SHILOVETS, SAGARA","Лифон","KISS KOALA",9,45,2,"102675"
10,"spotify:track:7rvEwAILTqxBpdIyUifkE8","Miyagi & Andy Panda, Mav-d","Marmalade","Hajime Records",6,10,3,"94575"
11,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",11,19,16,"93456"
12,"spotify:track:4XeBNnnoABfqa6x8dK27b8","Oxxxymiron","Красота и Уродство","Oxxxymiron",12,72,2,"91974"
13,"spotify:track:6h2f5GrfpXo6eZCxUdzvF2","Big Baby Tape, kizaru","Mama Makusa","KISS KOALA",4,8,7,"86939"
14,"spotify:track:07OqyOeHz7LOGVuXUx4pr3","Платина, Дора","Сан Ларан","РНБ КЛУБ",7,7,6,"85448"
15,"spotify:track:2rowi7dF3AqhugMtAnvQmP","GONE.Fludd","TRAXXXMANIA","KISS KOALA",1,14,9,"83792"
