rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0r9fpWPI6z3V3YZXIiVaNC","Big Baby Tape, kizaru","99 Problems","KISS KOALA",1,1,9,"171254"
2,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",2,4,8,"157238"
3,"spotify:track:4umjgYILQbHyV41ZmaemQm","Big Baby Tape, kizaru","Million","KISS KOALA",2,2,9,"156284"
4,"spotify:track:16AzcbKli3UQsxj491hJLQ","Big Baby Tape, kizaru","Bandana","KISS KOALA",1,3,9,"145037"
5,"spotify:track:2mKa6WpSZ97avRyIlPKRK8","quiizzzmeow","сети","SAVAGE$TATION",5,-1,1,"144885"
6,"spotify:track:1Kp2TF4fFYjJPqEMf1U0RK","OG Buda, 17 SEVENTEEN, MAYOT","Вина","KISSKOALA",6,-1,1,"138201"
7,"spotify:track:3bbkkPpf8AdRU6DurnvoC4","Big Baby Tape, Молодой Платон","ВЛЮБИЛАСЬ","OOO Universal Music",7,-1,1,"126163"
8,"spotify:track:1vLBDj2hhzAVskV5OUQ5d2","nkeeei, uniqe, ARTEM SHILOVETS, SAGARA","Лифон","KISS KOALA",6,6,4,"121587"
9,"spotify:track:1r9xUipOqoNwggBpENDsvJ","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",6,7,8,"104936"
10,"spotify:track:7rvEwAILTqxBpdIyUifkE8","Miyagi & Andy Panda, Mav-d","Marmalade","Hajime Records",6,10,5,"104454"
11,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",9,9,18,"101546"
12,"spotify:track:49y9IcSwgoYR8YBBvwllP2","Max Korzh","Афган","Макс Корж",12,-1,1,"100562"
13,"spotify:track:79hOg2OcECgvRGGeX0XJuZ","PHARAOH, Mnogoznaal","Акид","Dead Dynasty",13,-1,1,"99003"
14,"spotify:track:5bA2HBafCfregvLZV4idXb","MORGENSHTERN","Домой","Atlantic Records Russia",5,5,2,"91762"
15,"spotify:track:3dlrN8fcpdUx0t2I0QsMH2","Max Korzh","17 лет","Макс Корж",15,-1,1,"89689"
