rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:32KaMkGx3AZPQcHd8suXCb","Aarne, BUSHIDO ZHO, ANIKV","Тесно","AA Team",1,-1,1,"310897"
2,"spotify:track:4Yzlz45QgjUKZmN2KrK4AP","Skofka","Чути гімн","Columbia Local",2,17,2,"144092"
3,"spotify:track:21LIoC4ZxT3F8xq9gidNbX","xxxmanera","Never Broke Again","steezy",1,2,8,"134205"
4,"spotify:track:3pzr7iKQpV9QjLGcLcd2ic","uglystephan, Scally Milano","Заберу","Mansion Music",1,1,2,"132310"
5,"spotify:track:1hnMLPOqTMV2gurNxOnsjK","Jakone, A.V.G, Итачи","Курить","GS-Prod.",5,8,3,"119531"
6,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",3,3,11,"107015"
7,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",2,4,59,"102961"
8,"spotify:track:24s8SuDR01re1GxkELG7d0","ENLEO","інша любов","SADNESS RCRDS",6,6,4,"98946"
9,"spotify:track:2vHzOWRKYPLu8umRPIFuOq","KALUSH, Kalush Orchestra","Stefania (Kalush Orchestra)","Columbia Local",1,5,26,"98893"
10,"spotify:track:1x8o2E70kQnWm6pHW5ApOw","uglystephan archive","ahh","Mansion Music",10,12,4,"97657"
11,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",7,7,17,"92511"
12,"spotify:track:3NjAwkM75GH3cvfV9zRtv8","BUSHIDO ZHO","vodila","cplus",1,11,6,"92150"
13,"spotify:track:489WGIBYPf4nallnJOHpK6","Chico, Qatoshi","Ластівки","Naprocente music",7,14,8,"89296"
14,"spotify:track:2kWuVqpxPnj131Z53vxF98","alyona alyona, Jerry Heil, ela.","KUPALA","Columbia Local",4,10,5,"87617"
15,"spotify:track:2DHX9faMGUQQTwD1Ot4ch2","INSTASAMKA","MONEYKEN LOVE","NaMneCash Music",5,9,5,"87405"
16,"spotify:track:5mGns7qagKDzP4L2YC5ea2","Chico, Qatoshi","Допоможе ЗСУ","Naprocente music",5,13,15,"83057"
17,"spotify:track:2WzAAerBvZvvFXgUpSwHZ9","PLAYAMANE, Nateki","MIDNIGHT","PLAYAMANE",6,15,13,"82468"
18,"spotify:track:3EkGH0yreaWUFAXBil8rmH","KALUSH, Skofka","Файна (feat. Skofka)","Columbia Local",13,21,23,"81702"
19,"spotify:track:4ikCWgaaGLKgb724CUNnqZ","Кореш","глаза не врут","cplus",3,25,11,"81197"
20,"spotify:track:42loxtj7bufLsPgZSl47I9","H8.HOOD","PHANTOM","H8.HOOD",20,37,2,"80392"
21,"spotify:track:7IRfUFRIarTp8a8Yxa83Nl","KOLA","Чи разом?","BEST MUSIC",13,20,10,"79516"
22,"spotify:track:64Qnw6jO2dnkjV9una5peq","100лиця, SKYLERR","Вечорниці - Добрий день Everybody","Moon Vinyl s.r.o.",22,33,4,"76377"
23,"spotify:track:0iUrxveyNUBfj0cqjYEijt","MoonDeity","NEON BLADE","MoonDeity",14,18,10,"74790"
24,"spotify:track:01kfSdF9zfcDLri5sSWEoL","Dxrk ダーク","RAVE","Dxrk",5,19,19,"72444"
25,"spotify:track:0zCgWGmDF0aih5qexATyBn","Mr.Kitty","After Dark","Juggernaut Music Group",12,26,94,"72216"
26,"spotify:track:48fzAdCxamFYCHNXXLk6zn","shadowraze","showdown","Союз Мьюзик",1,22,23,"70373"
27,"spotify:track:0pgbIUVOfAUml2rYrf4hcz","Clonnex","Codeinoslav","Lemniskata LLC",10,30,3,"70319"
28,"spotify:track:4jvw60Iw8LpSRJwy1sOmoB","Шайни","Yeyo!","Mansion Music",7,23,26,"69680"
29,"spotify:track:1rT2BmlIKlvmDIbAkHWG2Z","Кореш, treepside","Толпа","CPLUS",29,-1,1,"64572"
30,"spotify:track:3MqaB8TndvgRZ1QSQXH7J7","SHUMEI","Біля тополі","Art Sound Media",30,35,6,"64420"
31,"spotify:track:1xHs6PLjlvqihewyitoP3A","Wellboy","Вишнi","Юрий Бардаш",18,28,25,"64079"
32,"spotify:track:5TK74MJYRmwU5NIAjGRvRq","Scally Milano, uglystephan","Я хочу тебя трахать","AMC MUSIC",27,39,19,"63515"
33,"spotify:track:6b37xrsNCWYIUphFBazqD6","Manu Chao","Me Gustas Tu","Radio Bemba",33,81,2,"63091"
34,"spotify:track:0fLampmh4qsOLGitXM171a","PLOHOYPAREN","Таблетка","И.С.Б",27,29,28,"62990"
35,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Parlophone UK",12,27,11,"62420"
36,"spotify:track:6keRNvHKCOhmySQa1jCX8P","KALUSH, Tember Blanche","Калуські вечорниці (feat. Tember Blanche)","Columbia Local",5,38,34,"61879"
37,"spotify:track:1K2ORdYBMvi5h4FvQn5hpX","Мюслі UA","Вова, їбаш їх блять","мюслі UA",2,31,19,"61223"
38,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,36,47,"60397"
39,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",39,68,13,"58222"
40,"spotify:track:6KvQKU21c1ZGEoOajKfim0","Skofka","Не забудем і не пробачим","Columbia Local",40,54,7,"58175"
41,"spotify:track:3YhFOvxeW3sCqbCtjnDdgK","Scally Milano","Недоволен","AMC MUSIC",30,40,4,"57822"
42,"spotify:track:4m0ELYovhweZYdw4cCqVv0","INSTASAMKA","RARARA","NaMneCash Music",14,34,7,"57622"
43,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",32,42,19,"56756"
44,"spotify:track:5IHRFEEHSVd8Ks1joLjZDq","nkeeei, uniqe, ARTEM SHILOVETS, MAYOT","У У У","Flame Generation",7,32,7,"56261"
45,"spotify:track:2xKA5mKz7swl48YzRsw6d3","Markul, Тося Чайкина","Стрелы","FRWRD MUSIC / Markul Music",45,-1,1,"56045"
46,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",1,41,41,"55646"
47,"spotify:track:3mcw4dkjfzj5B4Ago9NSmN","uniqe, nkeeei, ARTEM SHILOVETS","ТОЛПЫ КРИЧАТ","steezy",1,55,46,"55610"
48,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",39,46,97,"54632"
49,"spotify:track:00ZFbk7oYrtx8nup5y58BO","Маша Кондратенко","Ванька-Встанька","Маша Кондратенко",49,56,4,"54521"
50,"spotify:track:3yRDM5tBS7H8HG64y3x9kw","CHEEV","Гарно так","UMPG MUSIC",37,52,6,"53975"
51,"spotify:track:3CLSHJv5aUROAN2vfOyCOh","DVRST","Close Eyes","DVRST",6,44,61,"52554"
52,"spotify:track:0EgNmGWjnYm3FMyaOW5xsM","Ed Sheeran, Antytila","2step (feat. Antytila)","Atlantic Records UK",4,50,15,"50107"
53,"spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN","Arut, Big Baby Tape","VLAGA","Bugatti Music",2,47,8,"49483"
54,"spotify:track:4GC6tlXcAsyp4pNrlyo1pb","Odyn v Kanoe","У мене немає дому","Kanoemusic",37,53,22,"49449"
55,"spotify:track:73HVRUpTeY48oFcc1RMfVs","Skofka","Ой на ой","Columbia Local",55,111,3,"48398"
56,"spotify:track:17SiOJ50b7dQU1ZSFtAXVc","MORGENSHTERN, Aarne","DALEKO","Bugatti Music",3,48,5,"47879"
57,"spotify:track:0VGLb6IeeG5ZqonN5EavDu","КАКАЯ РАЗНИЦА","Рассвет","Какая Разница",29,51,34,"47404"
58,"spotify:track:3CIyK1V4JEJkg02E4EJnDl","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","Kid Ina Korner / Interscope",6,59,41,"46756"
59,"spotify:track:4tEr9oykqAlnLnaltbjoDe","To Eternity","Несмачний Мед","To Eternity",3,45,8,"46617"
60,"spotify:track:7xIlDDAM1RpASn4o16S2F3","Мюслі UA, VASIA CHARISMA","Добрий день Everybody","мюслі UA",57,57,5,"45731"
61,"spotify:track:4MQmxIxM5CXKjdq4IrCWhd","SadSvit","Касета","Independent",22,62,17,"45696"
62,"spotify:track:4LKfJMumpW7HyBT05uXYUx","Khrystyna Soloviy","Тримай","ТОВ ""Суперсиметрія""",8,63,25,"45037"
63,"spotify:track:1slchF9M94s4KRvvG6aOOd","LOVV66, Платина","ВАЛЫНА","LOVV66",16,16,2,"44995"
64,"spotify:track:1qDqswcqJ7QxtbVlDv5P6W","Taras Chubay, Плач Єремії","Вона","Comp Music Ltd",44,61,21,"44554"
65,"spotify:track:7mXxcF1nFQvcvANuYwdrv2","KALUSH","Зорi","Columbia Local",10,49,76,"43353"
66,"spotify:track:7g9brrz6mR8dm1kwYFwnRx","YARMAK, ALISA","ДИКЕ ПОЛЕ","Yarmak music",54,67,11,"43333"
67,"spotify:track:3sYyBDC4zPM3UZsgUfPhbb","Jerry Heil, Verka Serduchka","#МОСКАЛЬ_НЕКРАСІВИЙ","Universal Music Polska Sp. z o.o.",41,69,14,"42875"
68,"spotify:track:3bKxhUuoRvSRwIdyZfQa3F","Artem Pivovarov, DOROFEEVA","Думи","MOЗGI Entertainment",63,73,10,"42629"
69,"spotify:track:4umjgYILQbHyV41ZmaemQm","Big Baby Tape, kizaru","Million","KISS KOALA",2,70,42,"42285"
70,"spotify:track:1GOiMxQXZUzjzH0Sxpck0B","kizaru","Дежавю","KISS KOALA",1,89,109,"42226"
71,"spotify:track:27sTvQ5qRMwcL1zcdtGlOi","Scally Milano, OG Buda","Большие Бабки","AMC MUSIC",63,77,8,"42172"
72,"spotify:track:16AzcbKli3UQsxj491hJLQ","Big Baby Tape, kizaru","Bandana","KISS KOALA",1,72,42,"41799"
73,"spotify:track:56wSomSllGESHGhcfHrvEw","Okean Elzy, Odyn v Kanoe","Місто весни","ТОВ ""Суперсиметрія""",41,66,28,"41738"
74,"spotify:track:0r9fpWPI6z3V3YZXIiVaNC","Big Baby Tape, kizaru","99 Problems","KISS KOALA",1,74,42,"41526"
75,"spotify:track:5Txeau6Fi96zS4THXUJ4w7","VISXGE","IMMACULATE","VISXGE",47,58,5,"41389"
76,"spotify:track:5grohwSCKaYj35Ea8LjpUT","Motor'Rolla","Восьмий колір","Bog Da Nova Muzyka",71,80,21,"41371"
77,"spotify:track:3JtqmQTqsJBt6bd6iVtlaI","Epolets","Зраджуй","Epolets",25,75,8,"40994"
78,"spotify:track:0mOR5OSzH7zoBD36umptZD","EeOneGuy","Kyivstar","EeOneGuy",43,43,3,"40743"
79,"spotify:track:0IjCnXqJTlPElz8HmIiO9p","The Limba, MORGENSHTERN","Известным","Bugatti Music",10,60,7,"40732"
80,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",2,64,51,"40709"
81,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",65,65,3,"40374"
82,"spotify:track:48jRCynldeK3WQbvd3jr73","zxcursed","never enough","A+",4,76,22,"40330"
83,"spotify:track:0cCXLN9eUn6dmAgDPpZaJV","jockii druce","шо ви браття","3761125 Records DK",11,92,22,"39909"
84,"spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW","XXXTENTACION","Revenge","Bad Vibes Forever / EMPIRE",39,88,24,"39887"
85,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",22,85,42,"39577"
86,"spotify:track:6nqdgUTiWt4JbABDurkxMI","Hensonn","Sahara","Hensonn",47,82,38,"39511"
87,"spotify:track:0gvziNZtbWyfRH57YyMx93","Showbiz School","Все Сам","Showbiz School",87,150,2,"39282"
88,"spotify:track:0PGAJ37n4O2AslZosr1YGx","KSLV Noh","Disaster","3066940 Records DK",58,79,34,"38858"
89,"spotify:track:2wJdeeQJnv5HxkqIoqJse9","LIL MORTY","FLEXING FINESSING","Lil Morty",89,-1,1,"38795"
90,"spotify:track:7uHFrsclJjAhONLcc8grZU","VovaZiLvova, Morphom","Шукав тебе. Знайшов тебе","Hitwonder",87,87,12,"38390"
91,"spotify:track:0KYvs7DKC7Cl5IHmwpP13f","KSLV Noh","Override","3066940 Records DK",48,83,24,"38336"
92,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",45,102,68,"38335"
93,"spotify:track:5FX30idriKlEIRYTxpNf65","KUTE","AVOID ME","KUTE",61,71,13,"38208"
94,"spotify:track:6g42z2BRoSNf7hdmhcHCZt","LIL MORTY","G","Lil Morty",24,24,2,"38167"
95,"spotify:track:0O3TZYgwaRadNprRONZ7iX","PROBASS ∆ HARDI","Доброго вечора - Where Are You From","Comp Music",20,94,24,"37643"
96,"spotify:track:6ovBMbqpAA8N1FtN1fa0Vq","Max Korzh","Свой дом","Макс Корж",2,90,10,"37446"
97,"spotify:track:5mnpMkzp3Z2RCCbwIEZCbv","PlayaPhonk","Phonky Town","Arista Records",14,91,66,"36731"
98,"spotify:track:34lfu3S4fIcKZRNXzbdbo7","Kordhell","Live Another Day","Kordhell",86,86,22,"36331"
99,"spotify:track:3gtOXzaB4v6CFeQcIIS6JP","Artem Pivovarov","Ой на горі","BEST MUSIC",76,96,4,"35907"
100,"spotify:track:5qKLAXmy19fE0Z9vRbLFhz","Sasha Chemerov, Boombox","Любила","Sasha Chemerov",64,104,22,"35749"
101,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",2,95,71,"35663"
102,"spotify:track:4C8HeRXUcCbNGP9j7qCIs5","Второй Ка","Тени от пальм","Infinity Music",78,78,2,"35510"
103,"spotify:track:3F8ydJz1se1vIxZTRcRjIJ","SHADXWBXRN, ARCHEZ, KXNVRA","PRINCE OF DARKNESS","SHADXWBXRN x ARCHEZ x KXNVRA",85,119,22,"35429"
104,"spotify:track:0JqA8n5VF8GzM36YPyeKPE","Boombox","Люди","\""melomania\"" Llc",76,107,21,"35129"
105,"spotify:track:5jXocrsUwpKwWyI5BZLKFA","shadowraze, LXNER, quiizzzmeow","adaptive strike","SAVAGE$TATION",2,99,26,"35087"
106,"spotify:track:1qC93FzhcsGUFG2ZvcQzrT","Valentin Strykalo","Так гріє","Валентин Стрыкало",34,108,21,"35069"
107,"spotify:track:2kx5sQgmjYug0GiDh1a4sU","Cheriimoya, Sierra Kidd","Living Life, In The Night","Arista Records",53,109,14,"34905"
108,"spotify:track:7GFeKobpFEF8PmecVHgJ3X","LAUD","2 дні","ENJOY! Records",55,113,21,"34749"
109,"spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ","jockii druce","боі стули пельку","3761125 Records DK",109,-1,1,"34594"
110,"spotify:track:03TPcM9vWUmc8y6LkJAzwJ","АДЛИН","No Love","Союз Мьюзик",31,97,41,"34545"
111,"spotify:track:5X1FYw7MXEgnPmQAYwAa0q","quiizzzmeow","Aomine Daiki","SAVAGE$TATION",1,106,45,"34507"
112,"spotify:track:60PINd8oHZjazE0J9cuKcA","zxcursed","killua","A+",11,84,12,"34434"
113,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",35,103,56,"34276"
114,"spotify:track:7KXAgGAHEB1Ny89pL6eEA0","yatashigang","Demons Around","yatashigang",114,-1,1,"33666"
115,"spotify:track:6RmlamfS2Supq8wARlY0QQ","10AGE, Ramil'","Ау","Rhymes Music Inc.",26,93,64,"33662"
116,"spotify:track:4aYamw19Hloc6hQlJwWM1y","Kordhell","LAND OF FIRE","Kordhell",116,-1,1,"33624"
117,"spotify:track:1guHCTD0uiEgTG3HOPgBmU","GRAVECHILL","Twilight","GRAVECHILL",96,114,18,"33598"
118,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit","Geffen",76,110,84,"33582"
119,"spotify:track:1n7AVWNbLx5OUhItzDTj4A","Jerry Heil","#ПОШТА","Secret Service Digital & Publishing LTD",34,120,23,"33381"
120,"spotify:track:30bqVoKjX479ab90a8Pafp","Lil Peep","Star Shopping","Lil Peep",53,126,107,"32855"
121,"spotify:track:38sNsooZ7WRWAZkQnpHZcG","Wellboy","Ворогів на ножі","Wellboy",121,130,4,"32563"
122,"spotify:track:19CkdonOQ9GzR4LNyom85w","Skofka","Крузак","Skofka",122,135,11,"32539"
123,"spotify:track:4v2RVsMWMLpzpmKq3THgFc","BUSHIDO ZHO","макинтош бизнес онли","cplus",14,156,28,"32373"
124,"spotify:track:5hY09NvKjD3gBQS3qhriXD","ssshhhiiittt!","Танцы","ssshhhiiittt!",40,125,107,"32079"
125,"spotify:track:3auzaPW4fXa8oI4KbTalAU","shadowraze, babyswishh1","psiblades","Союз Мьюзик",9,117,45,"32066"
126,"spotify:track:0xY3mc3o0NJ3CetKAV8ma3","Poshlaya Molly, Молодой Платон","ШКОЛЬНИК","DROPBLED",18,100,7,"32011"
127,"spotify:track:6GyZQ9o0dBU9V0NIjGPz2r","FACE","Домино","Face",15,121,33,"31809"
128,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,133,108,"31731"
129,"spotify:track:4ZOjdqmXLuwHDQUn9WWoFR","Минин","Зелёный глаз","VHQ Distribution",7,152,26,"31642"
130,"spotify:track:1Yaq1dsl9Ioj7wyGP2KNRe","alyona alyona, Jerry Heil","Рідні мої (feat. Jerry Heil)","Columbia Local",116,-1,6,"31583"
131,"spotify:track:4woTEX1wYOTGDqNXuavlRC","Eminem, Dina Rae","Superman","Aftermath",115,115,3,"31384"
132,"spotify:track:3ICTmbm0RyjP8qQjUYHxB1","KALUSH, Skofka","Давай начистоту (feat. Skofka)","Columbia Local",53,136,23,"31314"
133,"spotify:track:1aXV8GrmQLvgoFtBPERP7E","Eyedress","Jealous","Lex Records",129,129,25,"31274"
134,"spotify:track:4h3KlpOEXS6FxIpab6EKlf","MC ORSEN","INCOMING","MC ORSEN",113,127,15,"31253"
135,"spotify:track:2WoksKIDPQ8o90cqDbgE7L","Patsyki Z Franeka","Марічка","FFK REKORDZ",60,128,13,"31119"
136,"spotify:track:3yCKABoZU3FVFuyVBc5VlM","rizza, Sqwore","плачь","Adam Music",6,101,44,"31033"
137,"spotify:track:5YZNLIF1saO6y3T8FaQoom","Нумер 482","Добрий ранок, Україно","Moon Vinyl s.r.o.",90,112,17,"30933"
138,"spotify:track:57V0VhEg1CAkPXeaCLikNW","shadowraze","juggernaut (Prod. by PLVSTIC)","Союз Мьюзик",7,123,52,"30876"
139,"spotify:track:7biChppM3c8q7qcVl7ceb2","FACE","ЛАБИРИНТ","Face",8,105,38,"30686"
140,"spotify:track:2K7xn816oNHJZ0aVqdQsha","The Neighbourhood","Softcore","Columbia",52,134,31,"30666"
141,"spotify:track:4AMCdODHG4ZZ1BiErHt0VI","Egor Kreed","We Gotta Get Love","ЕГОР КРИД",37,98,3,"30531"
142,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",12,162,49,"30260"
143,"spotify:track:2ZTJxMmPZizet6NSJmSezo","uglystephan","Снова обогнал их","Mansion Music",66,153,30,"30238"
144,"spotify:track:1GT4VFRNFDAwmbhztzKgMT","Zhadan i Sobaky","Автозак","Жадан і Собаки",96,146,13,"30230"
145,"spotify:track:0xzI1KAr0Yd9tv8jlIk3sn","benny blanco, BTS, Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Friends Keep Secrets/Interscope Records",145,-1,1,"30198"
146,"spotify:track:4iGKPU8XBlsUoOoyvsFhLw","ScurtDae","Back to Life (Birthdae)","Too Lost",146,-1,1,"30099"
147,"spotify:track:2rowi7dF3AqhugMtAnvQmP","GONE.Fludd","TRAXXXMANIA","KISS KOALA",1,139,44,"30081"
148,"spotify:track:2ch5o7qvAhjtlCsbGYR15y","Шайни","Fukit","Mansion Music",148,-1,2,"30065"
149,"spotify:track:320b8n5Ew9RgzDP67tVIx1","Scally Milano, LOVV66","Буква Х","AMC MUSIC",59,118,33,"30060"
150,"spotify:track:1cKHdTo9u0ZymJdPGSh6nq","The Weeknd, Gesaffelstein","I Was Never There","Universal Republic Records",137,137,4,"30014"
