rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
79,"spotify:track:1hfISzdAwnywAKxaSpfloo","Skryptonite","Положение","Gazgolder Records",10,82,77,"45462"
80,"spotify:track:5mnpMkzp3Z2RCCbwIEZCbv","PlayaPhonk","Phonky Town","Arista Records",14,102,34,"45086"
81,"spotify:track:1YADTnjt9bhRYc2Qm6ymDn","3TERNITY, OG Buda","ФИТИЛЬ","Mansion Music",81,-1,1,"45026"
82,"spotify:track:6Abmb1Nh7Bc5U6o4iEgSDH","HammAli & Navai","Птичка","Atlantic Records Russia",9,130,32,"44986"
83,"spotify:track:03TPcM9vWUmc8y6LkJAzwJ","АДЛИН","No Love","Союз Мьюзик",31,92,15,"44621"
84,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",67,90,24,"44606"
85,"spotify:track:6m7QUKRStA95DXM4IS8eFD","Egor Kreed","LAMBO URUS","Warner Music Russia",4,87,11,"44537"
86,"spotify:track:5UtiZpBDi7Ikgic4QrhbO5","Eldzhey, Poshlaya Molly","Чупа Чупс","OOO Universal Music",86,-1,1,"44478"
87,"spotify:track:0cOftxEWGyu4XAqEsqmdWS","ooes","зима","rabstvo",15,120,34,"44156"
88,"spotify:track:2ZSpKkXOlf0fXXlSrWFyNj","BUSHIDO ZHO, treepside","NIGHTMARE XMAS","cplus",88,-1,1,"43913"
89,"spotify:track:5hY09NvKjD3gBQS3qhriXD","ssshhhiiittt!","Танцы","ssshhhiiittt!",40,104,75,"43557"
90,"spotify:track:4wT9xC986HKw6LMObnOLfr","SODA LUV","Тысячи рук","SODA LUV",10,107,34,"43214"
91,"spotify:track:5m5rShfBQk4UpG7vpsEKzf","Miyagi & Andy Panda","Minor","Hajime Records",7,96,76,"42789"
92,"spotify:track:0nqWnlvSpyqbk2Xp9mncVL","BRANYA, MACAN","Пополам","GOLDEN SOUND",6,105,29,"42725"
93,"spotify:track:1CqOEa4NIRBaWR6sNHTDTo","Перемотка","Как тебя покорить","UP!UP!UP! Music",55,110,34,"42600"
94,"spotify:track:19guFw87TvSkoxnC9EBu2Y","Mnogoznaal","Колхозник","MNOGOZNAAL",15,94,67,"42556"
95,"spotify:track:4lBbG8BHYRvJAJE25bEMIm","METAN","Шнурки","A+",80,84,9,"42508"
96,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",49,134,65,"42334"
97,"spotify:track:6GomT970rCOkKAyyrwJeZi","Öwnboss, Sevek","Move Your Body","Musical Freedom",97,169,2,"42330"
98,"spotify:track:1zE2dRkxtOLEOubAmqcHX3","JojoHF, nevroz","Первый раз - remix nevroz","JojoHF",98,136,12,"41436"
99,"spotify:track:2ZTJxMmPZizet6NSJmSezo","uglystephan","Снова обогнал их","Mansion Music",66,121,13,"41425"
100,"spotify:track:1SC5rEoYDGUK4NfG82494W","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,111,40,"41348"
101,"spotify:track:4tP3JZw4NcKQJitu7F3SCa","Папин Олимпос","Динозаврики","Streaming Club, under exclusive license to Rhymes Music Inc.",40,123,46,"41083"
102,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,113,77,"41057"
103,"spotify:track:3F3bEnE5mney9PyuFU7LS8","THRILL PILL","Миллионы","THRILL PILL",4,135,27,"40945"
104,"spotify:track:1qNe5rzjYah7emeSt96L6n","Sqwore, rizza","Холодное оружие","KISS KOALA",104,126,10,"40761"
105,"spotify:track:4H15QMzixtVgXvaLPzXN3V","Три дня дождя","Демоны","Три дня дождя",86,118,36,"40456"
106,"spotify:track:21BrQW6GdRcMxvrwhIHqzR","Платина, Big Baby Tape","Веном","РНБ КЛУБ",7,125,20,"40136"
107,"spotify:track:6nqdgUTiWt4JbABDurkxMI","Hensonn","Sahara","Hensonn",47,122,6,"40081"
108,"spotify:track:3rpi29kD9YUDwXz1yhjS7Q","Дайте танк (!)","Люди","Дайте танк (!)",82,129,37,"39915"
109,"spotify:track:1AuvZZkmzlsArfACRNk97B","ROCKET","Monday","Still Only",13,144,63,"39221"
110,"spotify:track:1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year","Columbia/Legacy",19,185,6,"39193"
111,"spotify:track:5PfJZqMbH0NZjhI2i9fHuW","MiyaGi","Captain","Hajime Records",94,168,41,"39153"
112,"spotify:track:3rmo8F54jFF8OgYsqTxm5d","Ed Sheeran","Bad Habits","Atlantic Records UK",13,112,27,"39149"
113,"spotify:track:3euwIpljAgZ47S6XnOWaA9","SODA LUV, WHY, BERRY","Бигасс","SODA LUV",7,137,43,"39012"
114,"spotify:track:1tzTlRMcw9xDqrNRzj3H2g","DEAD BLONDE","Мальчик на девятке","DEAD BLONDE",2,150,37,"39005"
115,"spotify:track:6HXheUbvgpEVEFH51ipUf9","INSTASAMKA","И ЧТОЭ","NaMneCash Music",71,100,6,"38925"
116,"spotify:track:24h4LzuORNmnSviYYymhqb","Ежемесячные","Только по дури","Ренессанс",116,142,3,"38854"
117,"spotify:track:7lOvJBqH38ZY59eLU7bioq","Rebzyyx, hoshie star","all I want is you","Arista Records",117,174,2,"38624"
118,"spotify:track:2A6bj4o6EMJdCdXzcjMl72","Big Baby Tape, kizaru","Errbody Sleeping","KISS KOALA",13,128,10,"38577"
119,"spotify:track:6keRNvHKCOhmySQa1jCX8P","KALUSH, Tember Blanche","Калуські вечорниці (feat. Tember Blanche)","Columbia Local",63,63,2,"38569"
120,"spotify:track:0pJQI29n8ZfWTTUWn6Ncvb","Pornofilmy","Я так соскучился","ПОРНОФИЛЬМЫ",56,133,55,"38540"
121,"spotify:track:1nINIHobpPWexRP8ABH8bT","10AGE","Нету интереса","Legacy Music",2,131,41,"38511"
122,"spotify:track:3LmiD7zG8X69RPZMsZwB1Q","Max Korzh","Лучший вайб","Макс Корж",28,28,2,"38333"
123,"spotify:track:0So2sgVa8aJiARPl2P29u2","SALES","Pope Is a Rockstar","SALES",67,67,3,"38301"
124,"spotify:track:0s6XU14rLFh4AfCdW2gKAE","OBLADAET, THRILL PILL","NHL MONEY","KILL ME, OBLADAET",93,149,21,"38266"
125,"spotify:track:5MAQgObkQo8YHICDRqdYcg","MORGENSHTERN, SODA LUV, OG Buda, blago white, MAYOT","Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix","Atlantic Records Russia",1,148,33,"38238"
126,"spotify:track:4yyX0nJqMpqaubcGdGsxx9","LXST CXNTURY, Kingpin Skinny Pimp","ODIUM","WHY Z MUSIC",47,141,71,"37855"
127,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",1,140,32,"37845"
128,"spotify:track:3CcmGNUCMi8sdk31vDAQVA","Ollane, MiyaGi","Touch the Sky","Hajime Records",38,106,6,"37740"
129,"spotify:track:0lLdorYw7lVrJydTINhWdI","Michael Bublé","It's Beginning to Look a Lot like Christmas","Reprise",38,173,6,"37725"
130,"spotify:track:6hRvewF5MRAsqqxnNs3z2b","WEEDMANE, Suicideyear","SUICIDE YEAR","WEEDMANE",83,163,17,"37535"
131,"spotify:track:0UDtb0fUqBkpXLF52Ry2lg","INSTASAMKA","ХЛОПАЙ","NaMneCash Music",12,103,6,"37310"
132,"spotify:track:3Qo7FF0WmgEt3JG3B2qngy","Платина, OG Buda, MAYOT","Abu Dhabi Ba6y","РНБ КЛУБ",6,143,20,"37208"
133,"spotify:track:1AuUsvFyFnf2l3E6HKUHO2","Дора","Втюрилась","Streaming Club, under exclusive license to Rhymes Music Inc.",34,166,38,"36955"
134,"spotify:track:5Pjmv35PxL2ByHadh1oRxN","Big Baby Tape, kizaru","Ladidadida","KISS KOALA",10,138,10,"36938"
135,"spotify:track:6GQFqCYz9zVWCg0pDdSSP1","Max Korzh","Балконы","Макс Корж",37,37,2,"36799"
136,"spotify:track:7rglLriMNBPAyuJOMGwi39","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",98,151,10,"36784"
137,"spotify:track:2Z0OcpA4i1KayJbXn800le","Skryptonite","Чистый - OST «Псих»","Musica36",3,147,55,"36549"
138,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",5,153,59,"36389"
139,"spotify:track:5XIQxHGp9glGY6LRKl0qth","нексюша","На твиче","нексюша",80,-1,15,"36328"
140,"spotify:track:56eV7dmQU2tlUT9QsVQWUV","OG Buda, Polyana","Старшие","KISSKOALA",17,154,35,"36273"
141,"spotify:track:2mvP5OEZXWL0QefQSq7z6b","GUMA","Стеклянная","Warner Music Russia",6,158,21,"36081"
142,"spotify:track:30bqVoKjX479ab90a8Pafp","Lil Peep","Star Shopping","Lil Peep",53,172,75,"35986"
143,"spotify:track:4tPB6H0QcK4bDib8iauE28","Alyona Shvets","первое свидание","rainbow flower",89,160,14,"35602"
144,"spotify:track:3RmwexCac64fi0r4ICWQzS","HammAli & Navai, Jah Khalib","Боже, как завидую","Warner Music Russia",28,170,7,"35576"
145,"spotify:track:3SQV31uJMStclklmwxQHe1","Ghostface Playa, fkbambam","KILLKA","Ghostface Playa",62,180,24,"35558"
146,"spotify:track:0Mfjy6p9vZsfzbQReWdooZ","ooes","ночь","rabstvo",27,167,33,"35437"
147,"spotify:track:50nfwKoDiSYg8zOCREWAm5","Ed Sheeran","Shivers","Atlantic Records UK",36,132,16,"35193"
148,"spotify:track:0EDYTUzZPOcxUkki7HcHgV","KENTUKKI","Замигает свет","OOO Universal Music",41,157,12,"34964"
149,"spotify:track:3UlGli59XnXKdaocUFn0gw","10AGE","Пушка","Legacy Music",13,145,28,"34955"
150,"spotify:track:6PQu0Z6jxOIKzAorA66ma2","LIL KRYSTALLL","Mazzaleen","lil krystalll",9,146,9,"34911"
151,"spotify:track:4CeBKWWLXMrQMFsP0Q0K3V","Miyagi & Andy Panda","Kosandra","Hajime Records",52,162,77,"34838"
152,"spotify:track:2z8QxqQ6Kesq4NFfi7A638","Skryptonite, 104","Цепи","Gazgolder Records",59,171,77,"34768"
153,"spotify:track:0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","Universal Records",22,-1,6,"34725"
154,"spotify:track:4XNPw2OPBGxIIhNLnNbZIi","Tima Belorusskih","Под Звездопадом","Тима Белорусских",33,182,25,"34645"
155,"spotify:track:0VVa11kcXBGm99NgSiF8Rx","Big Baby Tape, kizaru","Andrew Story","KISS KOALA",11,155,10,"34620"
156,"spotify:track:20on25jryn53hWghthWWW3","ACRAZE, Cherish","Do It To It","Thrive Music, LLC",153,178,5,"34481"
157,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment/Interscope Records",10,165,16,"34412"
158,"spotify:track:0REqV81vXvrYw8xeyTTG5t","Arthur Pirozhkov, Klava Koka","Хочешь","Warner Music Russia",158,-1,1,"34412"
159,"spotify:track:0RYHqnmtNRfbYxP6Dn8Vse","siouxxie sixxsta","masquerade","Elektra (NEK)",13,156,12,"34297"
160,"spotify:track:1xwDjxLlGNxXiHYqltJvpH","конец солнечных дней","дети немой страны","A+",100,184,13,"34190"
161,"spotify:track:0Y84vLtyOj2demvSdJ2l7N","LIZER","Пачка сигарет","Lizer",113,176,48,"33670"
162,"spotify:track:777TceiGuC1kjvAiVAHvTo","10AGE","Зоопарк","Legacy Music",23,161,15,"33477"
163,"spotify:track:658QJ4p8WcbT3O7iWLpO1D","Kaito Shoma, DJ Paul, Kingpin Skinny Pimp","Scary Garry","Kaito Shoma x DJ Paul",158,192,8,"33301"
164,"spotify:track:1SOClUWhOi8vHZYMz3GluK","Jaymes Young","Infinity","Atlantic Records",164,189,3,"33291"
165,"spotify:track:0Ot69EEAbZaZohRSYYu0I7","Ваня Дмитриенко","Венера-Юпитер","Zion Music",10,-1,49,"33183"
166,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",45,186,36,"32830"
167,"spotify:track:3a4VCqofc7Wf7cqfZYu2Ad","Xdinary Heroes","Happy Death Day","JYP Entertainment",33,91,3,"32819"
168,"spotify:track:0sZ3fmbfUS5tMVzhXLXXPE","Dzharakhov, Markul","Я в моменте","Warner Music Russia",3,199,30,"32578"
169,"spotify:track:4kKdvXD0ez7jp1296JmAts","Frank Sinatra, B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Columbia/Legacy",47,-1,4,"32545"
170,"spotify:track:4vPOGPHcjxdHZ1caxiHiQh","MiyaGi & Endspiel, Rem Digga","I Got Love","Hajime Records",92,190,71,"32495"
171,"spotify:track:7q8jzypmJPGTsph168wWjt","MACAN","Кино","GOLDEN SOUND",44,191,75,"32423"
172,"spotify:track:4TNT1dmWRE8RVpKDHLF8UP","Kaito Shoma","GAZ","Kaito Shoma",138,-1,14,"32331"
173,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",12,200,30,"32069"
174,"spotify:track:3U8JCs5aH9wLpQR08BuPJA","Big Baby Tape, kizaru","Bon Voyage","KISS KOALA",14,187,10,"32021"
175,"spotify:track:6bqT9F2wP82zkBqMpIz0G5","Boulevard Depo, SP4K","Азбука","Warner Music Russia",40,117,3,"32007"
176,"spotify:track:04gmklgYhNhZxRnAvSofoE","pyrokinesis, MUKKA","Днями-ночами","Rhymes Music Inc.",90,181,40,"31862"
177,"spotify:track:0si4hbWQ2OwdxKLF6x5xEX","MORGENSHTERN","ARISTOCRAT","Atlantic Records Russia",3,-1,28,"31827"
178,"spotify:track:1aAcW69jxv3pp3I84oZGqP","Korol i Shut","Дурак и молния","United Music Group",12,196,51,"31605"
179,"spotify:track:6RmlamfS2Supq8wARlY0QQ","10AGE, Ramil'","Ау","Rhymes Music Inc.",126,183,35,"31545"
180,"spotify:track:776AftMmFFAWUIEAb3lHhw","Måneskin","ZITTI E BUONI","RCA Records Label",1,195,31,"31485"
181,"spotify:track:175xPRXSrf7RSWdjAhc6oD","Nikitata","ТАЙМАУТ","Goost Music",11,197,16,"31484"
182,"spotify:track:3A3xHErWYHKgz1RKlJIycG","LOBODA","ЗанесLo","KISS KOALA",63,159,3,"31474"
183,"spotify:track:5doOdgoCHUN9mV0uwlBaWe","Max Korzh","Сожжены","Макс Корж",39,39,2,"31308"
184,"spotify:track:6E90gq0KO6FYZVOXx8kCcC","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,-1,47,"31288"
185,"spotify:track:63zZclNUcyodnySewFn5Pi","Max Korzh","Улицы без фонарей","Макс Корж",40,40,2,"31209"
186,"spotify:track:41bGn6u78I8eNZg86tx3vp","Skryptonite","Москва любит...","Musica36",12,198,77,"31197"
187,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit","Geffen",114,-1,52,"31131"
188,"spotify:track:0zBQznV5QeLsqPz5sgU2hq","Oxxxymiron","Мы все умрем","Oxxxymiron",8,114,5,"30962"
189,"spotify:track:0OQf2nxEo29HqO4iUuHCov","вышел покурить","вопрос","Dying sky",189,-1,1,"30933"
190,"spotify:track:0WBErOmwDKkuWCHGaBrT6g","Grigory Leps, Irina Allegrova","Я тебе не верю","United Music Group",111,-1,4,"30868"
191,"spotify:track:0m2GGIVcV80IfKDg1oCULj","NЮ","Никто","Союз Мьюзик",72,193,7,"30836"
192,"spotify:track:5U6sM9kRxOJ2dXPyUT4w7l","ssshhhiiittt!","засыпай","ssshhhiiittt!",100,-1,21,"30665"
193,"spotify:track:64MeGCH5YppnMj0iNyaXvY","Ed Sheeran, FEDUK, SLAVA MARLOW","Shivers (feat. FEDUK & SLAVA MARLOW)","Atlantic Records UK",139,139,2,"30628"
194,"spotify:track:0HpoU9wzx6lhK1jIa6cVU3","escape, Даня Милохин","so low","Atlantic Records Russia",30,-1,16,"30585"
195,"spotify:track:0sTlGEld0h8kIPZaKDYUf4","The Rare Occasions","Notion","Elektra (NEK)",113,175,6,"30560"
196,"spotify:track:51BlxnwGHpVayyjgssVXCi","JONY, HammAli","Наверно, ты меня не помнишь","Atlantic Records Russia",65,188,9,"30525"
197,"spotify:track:2bqS0QtnXGjOYs3z6VtSyW","Poshlaya Molly","Контракт","DROPBLED",15,-1,37,"30472"
198,"spotify:track:3KGyzyAIUPP6wLXc7NhtrH","Oxxxymiron","Хоп-механика","Oxxxymiron",7,119,5,"30409"
199,"spotify:track:18asYwWugKjjsihZ0YvRxO","Tiësto, Ava Max","The Motto","Atlantic Records",137,-1,5,"30197"
200,"spotify:track:0aKXiOFEmprIpNXf8NhGXn","Sqwore","Аквариум","OOO Universal Music",200,-1,1,"30149"
