rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
132,"spotify:track:6GyZQ9o0dBU9V0NIjGPz2r","FACE","Домино","Face",15,127,34,"31775"
133,"spotify:track:1uoVPx9hxHjzt0AUf3nXkV","Aarne, FEDUK","Перепонки","AA Team",133,-1,1,"31646"
134,"spotify:track:4h3KlpOEXS6FxIpab6EKlf","MC ORSEN","INCOMING","MC ORSEN",113,134,16,"31563"
135,"spotify:track:5X1FYw7MXEgnPmQAYwAa0q","quiizzzmeow","Aomine Daiki","SAVAGE$TATION",1,111,46,"31520"
136,"spotify:track:3auzaPW4fXa8oI4KbTalAU","shadowraze, babyswishh1","psiblades","Союз Мьюзик",9,125,46,"31420"
137,"spotify:track:3KU7TtvrEncPnuzXkrW7Tw","Кишлак","Эй","KISS KOALA",137,191,2,"31369"
138,"spotify:track:2WoksKIDPQ8o90cqDbgE7L","Patsyki Z Franeka","Марічка","FFK REKORDZ",60,135,14,"31321"
139,"spotify:track:5dKo6sPOAw7Ye9rhLjjoS1","Aarne, Платина","NBA 300 - Outro","AA Team",139,-1,1,"31291"
140,"spotify:track:4ZOjdqmXLuwHDQUn9WWoFR","Минин","Зелёный глаз","VHQ Distribution",7,129,27,"31037"
141,"spotify:track:0mOR5OSzH7zoBD36umptZD","EeOneGuy","Kyivstar","EeOneGuy",43,78,4,"30777"
142,"spotify:track:2xKA5mKz7swl48YzRsw6d3","Markul, Тося Чайкина","Стрелы","FRWRD MUSIC / Markul Music",45,45,2,"30752"
143,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,128,109,"30735"
144,"spotify:track:1cKHdTo9u0ZymJdPGSh6nq","The Weeknd, Gesaffelstein","I Was Never There","Universal Republic Records",137,150,5,"30578"
145,"spotify:track:3ICTmbm0RyjP8qQjUYHxB1","KALUSH, Skofka","Давай начистоту (feat. Skofka)","Columbia Local",53,132,24,"30542"
146,"spotify:track:19CkdonOQ9GzR4LNyom85w","Skofka","Крузак","Skofka",122,122,12,"30493"
147,"spotify:track:3yCKABoZU3FVFuyVBc5VlM","rizza, Sqwore","плачь","Adam Music",6,136,45,"30411"
148,"spotify:track:7KXAgGAHEB1Ny89pL6eEA0","yatashigang","Demons Around","yatashigang",114,114,2,"30185"
149,"spotify:track:4v2RVsMWMLpzpmKq3THgFc","BUSHIDO ZHO","макинтош бизнес онли","cplus",14,123,29,"30097"
150,"spotify:track:2rowi7dF3AqhugMtAnvQmP","GONE.Fludd","TRAXXXMANIA","KISS KOALA",1,147,45,"29939"
151,"spotify:track:2ZTJxMmPZizet6NSJmSezo","uglystephan","Снова обогнал их","Mansion Music",66,143,31,"29925"
152,"spotify:track:2DYzsMQpO7xOw7b3JwyIWP","Korol i Shut","Кукла колдуна","United Music Group",5,159,108,"29870"
153,"spotify:track:2K7xn816oNHJZ0aVqdQsha","The Neighbourhood","Softcore","Columbia",52,140,32,"29680"
154,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino Recording Co",154,165,3,"29371"
155,"spotify:track:6RSoNbRPI3DY0NICU0xL8L","Okean Elzy","Квіти мінних зон","ТОВ ""Суперсиметрія""",131,-1,2,"29363"
156,"spotify:track:320b8n5Ew9RgzDP67tVIx1","Scally Milano, LOVV66","Буква Х","AMC MUSIC",59,149,34,"29236"
157,"spotify:track:7biChppM3c8q7qcVl7ceb2","FACE","ЛАБИРИНТ","Face",8,139,39,"29140"
158,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",158,-1,1,"29130"
159,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",12,142,50,"29036"
160,"spotify:track:1slchF9M94s4KRvvG6aOOd","LOVV66, Платина","ВАЛЫНА","LOVV66",16,63,3,"29015"
161,"spotify:track:57V0VhEg1CAkPXeaCLikNW","shadowraze","juggernaut (Prod. by PLVSTIC)","Союз Мьюзик",7,138,53,"28897"
162,"spotify:track:1MiUVjoHt4jiskDrt2ZHrq","LIL MORTY","Я пиздатый","Lil Morty",20,160,53,"28681"
163,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",142,156,11,"28655"
164,"spotify:track:0H2ZDRzULQ8tIUvxUuTlqF","Okean Elzy","Не твоя війна","ТОВ ""Суперсиметрія""",10,157,25,"28628"
165,"spotify:track:0xY3mc3o0NJ3CetKAV8ma3","Poshlaya Molly, Молодой Платон","ШКОЛЬНИК","DROPBLED",18,126,8,"28438"
166,"spotify:track:4woTEX1wYOTGDqNXuavlRC","Eminem, Dina Rae","Superman","Aftermath",115,131,4,"28218"
167,"spotify:track:3E3K5TLKFeM9sgAGtLWStG","ARBUZOVA","Сладкая вата","UVCC exclusive for Aladdin Records",167,-1,1,"28201"
168,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",2,158,58,"27986"
169,"spotify:track:12L3PRi1KaDiCPhFngI6Al","Odyn v Kanoe","Човен","Один в каное",81,161,23,"27898"
170,"spotify:track:7a8GawTVgHZvBLQOh46he7","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",170,-1,1,"27709"
171,"spotify:track:2mGmf1BfJuS1vcBW1OitDG","MamaRika","Prolisky","MamaRika",141,-1,13,"27634"
172,"spotify:track:0E4X9NIpB7qGvV9ORFw4DD","Scally Milano, uglystephan","Тюрбан","AMC MUSIC",170,177,3,"27582"
173,"spotify:track:0wpkj8A7T1CjIul0XQtkqK","SadSvit","Молодість","Independent",56,153,18,"27569"
174,"spotify:track:7rvEwAILTqxBpdIyUifkE8","Miyagi & Andy Panda, Mav-d","Marmalade","Hajime Records",6,175,39,"27476"
175,"spotify:track:1llPAwXXqcuBGvd1WtFsot","Wellboy","Nozzy Bossy","Юрий Бардаш",56,172,24,"27409"
176,"spotify:track:5m5rShfBQk4UpG7vpsEKzf","Miyagi & Andy Panda","Minor","Hajime Records",7,176,91,"27391"
177,"spotify:track:5x6ZWNVYuGnaiyFRw61fvH","Схожа","Очерет","Plan",177,-1,1,"27364"
178,"spotify:track:4aYamw19Hloc6hQlJwWM1y","Kordhell","LAND OF FIRE","Kordhell",116,116,2,"27152"
179,"spotify:track:16NGHIeBR9Dxx0xKe0vByC","MAX BARSKIH","Буде весна","BEST MUSIC",59,164,21,"27127"
180,"spotify:track:6Xbxtp7npEVChidq0W49AA","артилерія","Недоторканна","Plan",104,155,5,"27104"
181,"spotify:track:26yvlxKTtN2u3mpbl6AIeI","FACE","Антидепрессант","Face",74,166,22,"27100"
182,"spotify:track:42p94sdDTSKGCoLUssuJme","СТРУКТУРА ЩАСТЯ","Сидативи","Plan",52,154,8,"26972"
183,"spotify:track:6hRvewF5MRAsqqxnNs3z2b","WEEDMANE, Suicideyear","SUICIDE YEAR","WEEDMANE",83,188,50,"26839"
184,"spotify:track:66P9j5bWiRBotkxJN9ZsyV","KALUSH","Тіпок","Columbia Local",48,174,13,"26588"
185,"spotify:track:5qXiO4wKXH563agAwRFfZS","jockii druce","будем снідать","3761125 Records DK",185,-1,1,"26538"
186,"spotify:track:7c56kvQfpFZSyDkbWUvWMI","ATELLWULF","Перезвоню","Студия СОЮЗ",79,197,10,"26528"
187,"spotify:track:6nl2T8YjOdFFnQ4xBHXfdm","The Kiffness, Boombox","Oy U Luzi Chervona Kalyna - Army Remix","Kiff Records",10,183,23,"26425"
188,"spotify:track:66jiJ5DX54pWNBL2Vt2859","Big Baby Tape, kizaru","Big Tymers","KISS KOALA",6,170,40,"26406"
189,"spotify:track:49uZPm1sSQPcJmN1TnbXij","KRBK","24","KRBK",157,171,11,"26273"
190,"spotify:track:0i8YObgqnjZYoYJOQbwLHq","Poshlaya Molly, Eldzhey","Дом Периньон","DROPBLED",5,167,48,"26231"
191,"spotify:track:3VeWIV9WTXUl8PcOusFjYv","Кишлак","Я уёбываю в джаз","KISS KOALA",61,-1,14,"26163"
192,"spotify:track:3TgVv1B12UrF0cLFAHXuer","LIL MORTY","I Am Cute","Lil Morty",179,179,4,"26156"
193,"spotify:track:3bbkkPpf8AdRU6DurnvoC4","Big Baby Tape, Молодой Платон","ВЛЮБИЛАСЬ","OOO Universal Music",7,180,35,"26142"
194,"spotify:track:1xASDcZcb869OkSu86Wbw8","вышел покурить","кладбище","Dying sky",29,198,65,"26071"
195,"spotify:track:4C8HeRXUcCbNGP9j7qCIs5","Второй Ка","Тени от пальм","Infinity Music",78,102,3,"26049"
196,"spotify:track:4qYAgZDdKIGf137Nbdw6gR","KALUSH, Khrystyna Soloviy","Таксі","Columbia Local",37,168,28,"26038"
197,"spotify:track:7HEHUyWSYIjyyuBnbdptA8","Айки","Ты моя бро","Decent Rap",197,-1,1,"25956"
198,"spotify:track:4AMCdODHG4ZZ1BiErHt0VI","Egor Kreed","We Gotta Get Love","ЕГОР КРИД",37,141,4,"25808"
199,"spotify:track:0xEET0hVtwAEI5iVMWmD5C","shadowraze","shadowfiend","Gamma Music",5,173,50,"25764"
200,"spotify:track:5TMLqxsEYXbgw5o8p20ACn","GONE.Fludd","ЗЕЛЕНЬ","KISS KOALA",190,190,2,"25731"
