rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:48fzAdCxamFYCHNXXLk6zn","shadowraze","showdown","Союз Мьюзик",1,1,4,"221582"
2,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",1,2,22,"138071"
3,"spotify:track:2B9N1fCinwxEo89GcDGB5I","MORGENSHTERN","12","MORGENSHTERN",3,3,3,"112908"
4,"spotify:track:2vHzOWRKYPLu8umRPIFuOq","KALUSH, Kalush Orchestra","Stefania (Kalush Orchestra)","Columbia Local",2,4,7,"112466"
5,"spotify:track:5jXocrsUwpKwWyI5BZLKFA","shadowraze, LXNER, quiizzzmeow","adaptive strike","SAVAGE$TATION",2,5,7,"91912"
6,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",2,7,32,"87394"
7,"spotify:track:3lCZxajTCSYR5OnHPEfa2v","Cypis","Putin","Cypisolo",5,6,5,"83761"
8,"spotify:track:48jRCynldeK3WQbvd3jr73","zxcursed","never enough","A+",8,8,3,"79648"
9,"spotify:track:7kKTYTHULdERuHGCkVyLVD","KALUSH, Skofka","Додому (feat. Skofka)","Columbia Local",9,20,40,"78757"
10,"spotify:track:0xEET0hVtwAEI5iVMWmD5C","shadowraze","shadowfiend","Gamma Music",5,9,30,"73817"
11,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",2,10,52,"72567"
12,"spotify:track:4CK9NEdPWB6rJ8N6BU20pN","ПОЛМАТЕРИ","ярче звёзд","Streaming Club, under exclusive license to Rhymes Music Inc.",12,28,2,"72420"
13,"spotify:track:0cCXLN9eUn6dmAgDPpZaJV","jockii druce","шо ви браття","3761125 Records DK",12,12,3,"72273"
14,"spotify:track:7biChppM3c8q7qcVl7ceb2","FACE","ЛАБИРИНТ","Face",14,21,19,"71944"
15,"spotify:track:57V0VhEg1CAkPXeaCLikNW","shadowraze","juggernaut (Prod. by PLVSTIC)","Союз Мьюзик",7,11,33,"70785"
16,"spotify:track:24OKb78jzb0IEUKlNWnfcR","PHARAOH","Халливуд Хоус","Dead Dynasty",16,-1,1,"68872"
17,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,14,28,"63926"
18,"spotify:track:3yCKABoZU3FVFuyVBc5VlM","rizza, Sqwore","плачь","Adam Music",6,15,25,"62832"
