rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2Db7e6H4R5XXnyuTtxUggp","MORGENSHTERN","ДУЛО","Atlantic Records Russia",1,-1,1,"140659"
2,"spotify:track:1tzTlRMcw9xDqrNRzj3H2g","DEAD BLONDE","Мальчик на девятке","DEAD BLONDE",2,4,4,"112207"
3,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,3,7,"97908"
4,"spotify:track:5uDXZnyjYTjaMxDIjFhXsC","MORGENSHTERN, Imanbek, Fetty Wap, KDDK","Leck","Effective Records",2,2,2,"97530"
5,"spotify:track:3VT8hOC5vuDXBsHrR53WFh","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,5,19,"93355"
6,"spotify:track:53iGzPusAzNm0NaNrlWv8h","kizaru, Big Baby Tape","Stick Out","KISS KOALA",1,1,2,"84906"
7,"spotify:track:1nINIHobpPWexRP8ABH8bT","10AGE","Нету интереса","Legacy Music",2,7,8,"77738"
8,"spotify:track:2BITQ360Knh6qNAOqR7Dyq","Trippie Redd, Playboi Carti","Miss The Rage (feat. Playboi Carti)","1400 Entertainment / 10K Projects",8,-1,1,"71054"
9,"spotify:track:4KiFqaxjnmVm0gyIPIRRgH","SEEMEE, SODA LUV","Голодный пёс [prod. by Pretty Scream]","cplus",2,8,16,"68370"
10,"spotify:track:748mdHapucXQri7IAO8yFK","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",10,11,5,"62748"
11,"spotify:track:5qNh5WtzMbfpSj2jLlBkoD","Billie Eilish","Your Power","Darkroom/Interscope Records",6,6,2,"59920"
12,"spotify:track:3euwIpljAgZ47S6XnOWaA9","SODA LUV, WHY, BERRY","Бигасс","SODA LUV",7,13,10,"57838"
13,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",5,9,26,"57808"
14,"spotify:track:3uCth4TIWyeQDnj3YbAVQB","Miyagi & Andy Panda","Патрон","Hajime Records",5,10,6,"56438"
15,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",8,15,6,"54697"
16,"spotify:track:4wT9xC986HKw6LMObnOLfr","SODA LUV","Тысячи рук","SODA LUV",16,-1,1,"54454"
17,"spotify:track:1GOiMxQXZUzjzH0Sxpck0B","kizaru","Дежавю","KISS KOALA",1,14,44,"53802"
18,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",12,12,3,"52264"
19,"spotify:track:79i617mqpQLwUs3WTokYX9","Benedixhion","toxin","sadboisonlyclub",8,16,26,"52168"
20,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",20,27,28,"46307"
21,"spotify:track:2DYzsMQpO7xOw7b3JwyIWP","Korol i Shut","Кукла колдуна","United Music Group",5,21,42,"45788"
22,"spotify:track:1FDMf01sTi7wkZ5RqUndTN","OG Buda, MAYOT","Добро Пожаловать (Prod. by wex & treepside)","cplus",19,19,3,"45612"
23,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,20,44,"45586"
24,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",14,22,8,"45258"
