rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:47iHvzU9Po0e6raFlgLBOF","shadowraze","astral step","Союз Мьюзик",1,1,14,"268807"
2,"spotify:track:7D8k995g6jdie4NF1E7Tpu","WENARO, LXNER","Лёд","SAVAGE$TATION",2,4,24,"170858"
3,"spotify:track:77B4S4jkrAkL3Ng5hEHoUU","GAYAZOV$ BROTHER$","МАЛИНОВАЯ ЛАДА","Warner Music Russia",3,10,5,"169002"
4,"spotify:track:1ghdJUMhmLEpUitNwyNMWH","fem.love","Фотографирую закат","A+",2,2,44,"167733"
5,"spotify:track:7j6eSKC2Hv3lcElPyR1bP3","КОСМОНАВТОВ НЕТ","баночка с окурками","OOO Universal Music",3,3,5,"131734"
6,"spotify:track:3yCKABoZU3FVFuyVBc5VlM","rizza, Sqwore","плачь","Adam Music",6,8,17,"127211"
7,"spotify:track:0r9fpWPI6z3V3YZXIiVaNC","Big Baby Tape, kizaru","99 Problems","KISS KOALA",1,7,15,"126201"
8,"spotify:track:0xEET0hVtwAEI5iVMWmD5C","shadowraze","shadowfiend","Gamma Music",8,12,22,"122039"
9,"spotify:track:57V0VhEg1CAkPXeaCLikNW","shadowraze","juggernaut (Prod. by PLVSTIC)","Союз Мьюзик",9,14,25,"118737"
10,"spotify:track:1OeGvzNcGC2s6F41lmCdjA","remember.","Кожура","VAUVISION",1,6,7,"118172"
11,"spotify:track:0ZGHCIFlJWqwB4TpG8LFbe","КОСМОНАВТОВ НЕТ","МЯТОЙ - remix 2010","OOO Universal Music",2,5,4,"116599"
12,"spotify:track:4umjgYILQbHyV41ZmaemQm","Big Baby Tape, kizaru","Million","KISS KOALA",2,11,15,"115550"
13,"spotify:track:16AzcbKli3UQsxj491hJLQ","Big Baby Tape, kizaru","Bandana","KISS KOALA",1,13,15,"111607"
14,"spotify:track:70IFNhUiuZohVFIQLFmgDY","BUSHIDO ZHO","макинтош бизнес онли","cplus",14,-1,1,"110669"
15,"spotify:track:3auzaPW4fXa8oI4KbTalAU","shadowraze, babyswishh1","psiblades","Союз Мьюзик",15,16,18,"108264"
16,"spotify:track:3mcw4dkjfzj5B4Ago9NSmN","uniqe, nkeeei, ARTEM SHILOVETS","ТОЛПЫ КРИЧАТ","steezy",1,21,19,"105851"
17,"spotify:track:2IMrzJTRHGndoUbM39QIJ7","shadowraze, GENJUTSU","1000-7","Союз Мьюзик",17,20,32,"101295"
18,"spotify:track:3sRsr0TzQ1gMEEzJfWf9cW","remember.","Я всё решу (Intro)","VAUVISION",9,9,3,"101012"
19,"spotify:track:1vLBDj2hhzAVskV5OUQ5d2","nkeeei, uniqe, ARTEM SHILOVETS, SAGARA","Лифон","KISS KOALA",6,18,10,"99353"
20,"spotify:track:5X1FYw7MXEgnPmQAYwAa0q","quiizzzmeow","Aomine Daiki","SAVAGE$TATION",1,24,18,"97856"
21,"spotify:track:3bbkkPpf8AdRU6DurnvoC4","Big Baby Tape, Молодой Платон","ВЛЮБИЛАСЬ","OOO Universal Music",7,17,7,"95413"
22,"spotify:track:1AMf9lmFOmLmb0e57QB78e","Дора, MAYBE BABY","Барбисайз","Streaming Club, under exclusive license to Rhymes Music Inc.",6,19,8,"93536"
23,"spotify:track:1r9xUipOqoNwggBpENDsvJ","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",6,22,14,"91572"
24,"spotify:track:6TYmpWMxhqv0TVtiAIwzBW","MORGENSHTERN","ПОЧЕМУ?","Atlantic Records Russia",4,15,3,"86499"
