Unnamed: 0,EN,RU,UA,week
0,34.625670904629025,62.583365838622825,2.7909632567481437,2021-04-29
0,31.938407351910897,65.7421978679707,2.319394780118398,2021-05-06
0,32.83751174473957,65.1725913316021,1.989896923658326,2021-05-13
0,28.5307032212338,69.63558925777703,1.833707520989171,2021-05-20
0,32.91506454485171,61.99296669043572,5.091968764712567,2021-05-27
0,32.98968089804076,63.05545355242057,3.9548655495386615,2021-06-03
0,32.48223600622319,64.0305122028937,3.4872517908831,2021-06-10
0,31.369898122817542,64.39739640948483,4.23270546769763,2021-06-17
0,29.83264170389115,65.78593640405852,4.3814218920503345,2021-06-24
0,28.9649120101488,67.27083947972122,3.764248510129992,2021-07-01
0,29.49256957074696,66.01577292329917,4.491657505953874,2021-07-08
0,30.179648003308575,65.67454887815876,4.145803118532674,2021-07-15
0,26.83683504706017,69.00008303810573,4.163081914834095,2021-07-22
0,30.096803412355694,61.49302800089272,8.410168586751587,2021-07-29
0,28.33635261294503,66.15538345545954,5.508263931595423,2021-08-05
0,29.43845278564051,65.40846845215941,5.153078762200073,2021-08-12
0,27.896612838663465,68.16828098006994,3.935106181266591,2021-08-19
0,25.983579992366757,69.84317464141867,4.173245366214571,2021-08-26
0,30.71863410443524,65.15899626322863,4.122369632336135,2021-09-02
0,27.320822759791042,69.35856376560542,3.320613474603525,2021-09-09
0,24.66646193273166,70.64181589838134,4.691722168887005,2021-09-16
0,24.91396438035985,71.35423441206345,3.7318012075766944,2021-09-23
0,24.749969616670565,71.20308217395535,4.046948209374088,2021-09-30
0,23.415470681462757,71.78589343433005,4.798635884207194,2021-10-07
0,23.57627889639465,72.32423969443556,4.099481409169783,2021-10-14
0,23.08656461677956,73.50463819608841,3.4087971871320315,2021-10-21
0,16.01526206487421,81.87240457797725,2.112333357148534,2021-10-28
0,19.15830572768061,78.26895257319832,2.57274169912106,2021-11-04
0,21.51945394830127,76.6496894084323,1.8308566432664364,2021-11-11
0,20.17392157797293,77.65048987031717,2.1755885517098967,2021-11-18
0,20.228787729625193,76.90475293783918,2.8664593325356233,2021-11-25
0,19.729117129978338,78.28381092896664,1.987071941055021,2021-12-02
0,19.919831795142752,78.78169118500836,1.2984770198489017,2021-12-09
