rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
83,"spotify:track:5IOZN27S3fLftCZGhmuTFs","SLAVA MARLOW","Человек","Atlantic Records Russia",10,43,3,"36670"
84,"spotify:track:49eccJME4fYJnOwCmJMXfV","DVRST, OBLXKQ","Endless Love","DVRST",84,159,2,"36623"
85,"spotify:track:4lK604mZP7l046uS31Mqwy","OG Buda","Не приходи","KISSKOALA",18,35,3,"36607"
86,"spotify:track:2bqS0QtnXGjOYs3z6VtSyW","Poshlaya Molly","Контракт","DROPBLED",15,73,29,"36546"
87,"spotify:track:0z58HQdBeOGPCveLYfX6lO","semmmyq, shinra","untitled","Союз Мьюзик",77,83,15,"36534"
88,"spotify:track:30QR0ndUdiiMQMA9g1PGCm","$uicideboy$","...And to Those I Love, Thanks for Sticking Around","G59 Records",88,106,7,"36420"
89,"spotify:track:1AuvZZkmzlsArfACRNk97B","ROCKET","Monday","Still Only",13,90,50,"36211"
90,"spotify:track:56eV7dmQU2tlUT9QsVQWUV","OG Buda, Polyana","Старшие","KISSKOALA",17,74,22,"36126"
91,"spotify:track:7yvUK5GuHHvkR5tSQxZvnS","quiizzzmeow","звонки","SAVAGE$TATION",52,52,2,"35738"
92,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",12,76,22,"35674"
93,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",5,89,46,"35543"
94,"spotify:track:1CqOEa4NIRBaWR6sNHTDTo","Перемотка","Как тебя покорить","UP!UP!UP! Music",55,85,21,"35510"
95,"spotify:track:2CyGcy1HPxcFfmeUxKnAoe","Egor Kreed","PUSSY BOY","Warner Music Russia",1,75,11,"35278"
96,"spotify:track:5PfJZqMbH0NZjhI2i9fHuW","MiyaGi","Captain","Hajime Records",94,98,28,"34636"
97,"spotify:track:4tP3JZw4NcKQJitu7F3SCa","Папин Олимпос","Динозаврики","Streaming Club, under exclusive license to Rhymes Music Inc.",40,92,33,"34328"
98,"spotify:track:5kElIh62XbmpGwfR0cYaZn","PHARAOH","Не по пути","SELF-ISSUED",94,94,45,"34169"
99,"spotify:track:1P9oRiZJWnxe2pZmYUZ5eC","Skryptonite","Это любовь","Gazgolder Records",78,96,64,"33426"
100,"spotify:track:1Kb7obMqEf8I0S84zwOl7C","OBLADAET, JEEMBO","HELLA PLAYERS","KILL ME, OBLADAET",12,82,6,"33276"
101,"spotify:track:4H15QMzixtVgXvaLPzXN3V","Три дня дождя","Демоны","Три дня дождя",88,88,23,"33100"
102,"spotify:track:5hY09NvKjD3gBQS3qhriXD","ssshhhiiittt!","Танцы","ssshhhiiittt!",40,100,62,"32988"
103,"spotify:track:3rpi29kD9YUDwXz1yhjS7Q","Дайте танк (!)","Люди","Дайте танк (!)",97,112,24,"32925"
104,"spotify:track:4qYAgZDdKIGf137Nbdw6gR","KALUSH, Khrystyna Soloviy","Таксі","Columbia Local",37,66,3,"32805"
105,"spotify:track:2p7QrE2uD5oqBS4L7nCGvm","Klywoodjeb","Bebra - prod. Ghoul","AFTM",105,-1,1,"32628"
106,"spotify:track:6M3PsepEj5gyJoIi7Xvr7u","The Weeknd","Take My Breath - Single Version","XO / Republic Records",8,87,8,"32324"
107,"spotify:track:6Dy1jexKYriXAVG6evyUTJ","Joel Corry, Jax Jones, Charli XCX, Saweetie","OUT OUT (feat. Charli XCX & Saweetie)","Atlantic Records UK",56,86,7,"32161"
108,"spotify:track:7uQZVznj0uQOGC9KhV2Mg6","LISA","LALISA","YG Entertainment/Interscope Records",54,93,3,"31936"
109,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",49,99,52,"31815"
110,"spotify:track:2fIBmScNzkGmSJ3y2XsmEI","Miyagi & Andy Panda","Yamakasi","Hajime Records",6,104,63,"31788"
111,"spotify:track:71hUNAiuvPyzaQGVYQtqlF","MiyaGi & Endspiel","Fire Man","Hajime Records",105,118,8,"31474"
112,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",45,101,23,"31091"
113,"spotify:track:6hRvewF5MRAsqqxnNs3z2b","WEEDMANE, Suicideyear","SUICIDE YEAR","WEEDMANE",113,144,4,"30704"
114,"spotify:track:7mXxcF1nFQvcvANuYwdrv2","KALUSH","Зорi","Columbia Local",27,111,44,"30366"
115,"spotify:track:7z76CNdctcLMga7kb0WyJG","CMH, Lida","СТИКЕР","cmh",60,124,16,"30365"
116,"spotify:track:0Y84vLtyOj2demvSdJ2l7N","LIZER","Пачка сигарет","Lizer",116,117,35,"30335"
117,"spotify:track:3Zvo4oKr1SRCIgfmHAuQlA","Zemfira","ХОЧЕШЬ?","Zemfira",117,138,9,"30157"
118,"spotify:track:4QOagjqRQure499CuWJqqg","MUKKA","ДЕВОЧКА С КАРЕ","МУККА",82,107,43,"29962"
119,"spotify:track:1V0XzDGcYMtjAysR3uyZbb","MiyaGi","Marlboro","Hajime Records",119,129,15,"29933"
120,"spotify:track:7FUzvOhDj64gFgjex5St3Y","LOVV66","Трап Трап","KISSKOALA",16,149,18,"29656"
121,"spotify:track:4mTPviBGRgjPxeaQFnBDW3","Дора","Дорадура","Streaming Club, under exclusive license to Rhymes Music Inc.",51,105,40,"29566"
122,"spotify:track:4vPOGPHcjxdHZ1caxiHiQh","MiyaGi & Endspiel, Rem Digga","I Got Love","Hajime Records",92,132,58,"29417"
123,"spotify:track:4gT7qs2RlsrY3bzwtmdHDw","SLAVA MARLOW","CAMRY 3.5","Atlantic Records Russia",1,121,14,"29398"
124,"spotify:track:0G51Gckb1jFoH0ZFaN49xN","Poshlaya Molly","ПОРНХАБ КРИСМАС КЛАБ","Warner Music Russia",122,122,11,"29370"
125,"spotify:track:3AqhKp7RpfGBsmtulKpQfD","PHARAOH","Без ключа","Dead Dynasty",74,109,40,"29282"
126,"spotify:track:0Ot69EEAbZaZohRSYYu0I7","Ваня Дмитриенко","Венера-Юпитер","Zion Music",10,131,39,"29266"
127,"spotify:track:3CCF9HAE7ia9VrME9gQxoN","Skofka","Береза стара","Skofka",127,-1,1,"29244"
128,"spotify:track:7lQWRAjyhTpCWFC0jmclT4","Coolio, L.V.","Gangsta's Paradise","Tommy Boy Music, LLC",57,103,5,"29234"
129,"spotify:track:4tPB6H0QcK4bDib8iauE28","Alyona Shvets","первое свидание","rainbow flower",129,-1,1,"29224"
130,"spotify:track:0bI7K9Becu2dtXK1Q3cZNB","Tiësto, KAROL G","Don't Be Shy","Atlantic Records",107,120,7,"29143"
131,"spotify:track:36W02sCbiFy6lQTEHCV7Ci","uglystephan archive","Slime Love","Mansion Music",26,115,10,"29060"
132,"spotify:track:3rzmAXXnpqnPRCNk9exawQ","Папин Олимпос","Тёмно-оранжевый закат","Streaming Club, under exclusive license to Rhymes Music Inc.",97,97,7,"28906"
133,"spotify:track:56wSomSllGESHGhcfHrvEw","Okean Elzy, Odyn v Kanoe","Місто весни","ТОВ ""Суперсиметрія""",47,80,3,"28734"
134,"spotify:track:6E90gq0KO6FYZVOXx8kCcC","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,125,39,"28648"
135,"spotify:track:7qQ6u1BXb0lys5vuVZkj2h","Miyagi & Andy Panda","Там ревели горы","Hajime Records",25,146,55,"28462"
136,"spotify:track:4m81JBEYBpyKTaUsJdDMr9","Zemfira","ИСКАЛА","Zemfira",128,128,9,"28442"
137,"spotify:track:13vbcNzmLEgNdC9FewtlDL","SEEMEE, SODA LUV","Голодный пёс [prod. by Pretty Scream]","cplus",2,141,36,"28355"
138,"spotify:track:6RmlamfS2Supq8wARlY0QQ","10AGE, Ramil'","Ау","Rhymes Music Inc.",126,126,22,"28336"
139,"spotify:track:6ugYbXPyqfpYTtG9z6YRvH","SODA LUV, BUSHIDO ZHO","Коми","SODA LUV",14,142,44,"28305"
140,"spotify:track:5hxOo9pCGL5lYvLP5dMy9y","Платина","Бандана","РНБ КЛУБ",103,119,51,"28290"
141,"spotify:track:1C0UmBm1nyXdjiek3nQKAz","MORGENSHTERN","NOMINALO","Atlantic Records Russia",11,114,18,"28206"
142,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",37,116,15,"28048"
143,"spotify:track:7FuvJwX4VDPE0bAIq9tfbP","T-Fest, Skryptonite","Ламбада","LEMNISKATA",64,134,31,"28003"
144,"spotify:track:0zCgWGmDF0aih5qexATyBn","Mr.Kitty","After Dark","Juggernaut Music Group",97,143,49,"27959"
145,"spotify:track:4LMDURDB7ZcfDZKhLKyG5D","OG Buda, Egor Kreed, MAYOT, SODA LUV","Сайфер","KISSKOALA",30,123,22,"27926"
146,"spotify:track:5YooS9GIteTPkXqntp6cns","МОТ, JONY","Лилии","Black Star",107,137,17,"27734"
147,"spotify:track:08pVm2BCyMSevBLXYLysqi","FACE","СПАСАТЕЛЬНЫЙ КРУГ","Face",58,135,50,"27718"
148,"spotify:track:1f3yAtsJtY87CTmM8RLnxf","Nirvana","Smells Like Teen Spirit","Geffen",114,150,40,"27549"
149,"spotify:track:3dzwxkefk58p6aXC3ADRt9","PHARAOH","Дико, например","SELF-ISSUED",149,157,9,"27472"
150,"spotify:track:1q0PYXTbDsirp2l74ng6pn","J Balvin, Skrillex","In Da Getto","Sueños Globales, LLC",87,102,3,"27430"
151,"spotify:track:5bgOnX2KXKiC006R5hnHAJ","kizaru","Money long","KISS KOALA",86,145,43,"27414"
152,"spotify:track:4yyX0nJqMpqaubcGdGsxx9","LXST CXNTURY, Kingpin Skinny Pimp","ODIUM","WHY Z MUSIC",47,155,58,"27320"
153,"spotify:track:2Xr1dTzJee307rmrkt8c0g","CKay","love nwantiti (ah ah ah)","Chocolate City Music",153,-1,1,"27262"
154,"spotify:track:0k1WUmIRnG3xU6fvvDVfRG","Drake, Future, Young Thug","Way 2 Sexy (with Future & Young Thug)","OVO",78,139,4,"27191"
155,"spotify:track:1FDMf01sTi7wkZ5RqUndTN","OG Buda, MAYOT","Добро Пожаловать (Prod. by wex & treepside)","cplus",19,127,23,"27132"
156,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",31,133,20,"27090"
157,"spotify:track:6TymkOrjVLXAwB4vpqlm1I","Dima Bilan, Mari Kraimbrery","Ты не моя пара","Warner Music Russia",157,-1,1,"27003"
158,"spotify:track:7q8jzypmJPGTsph168wWjt","MACAN","Кино","GOLDEN SOUND",44,161,62,"26864"
159,"spotify:track:7I4ibsZgwuf46g0xHuTC8s","BONES","HDMI","TeamSESH",150,-1,5,"26779"
160,"spotify:track:35LIFNsMZjGJhLvRYAYxTX","Где Фантом?","Я тебя люблю","Студия СОЮЗ",39,148,14,"26516"
161,"spotify:track:0RbW8kWozrVSIGb4V13o0o","Kanye West","Hurricane","Rock The World/IDJ/Kanye LP7",18,110,5,"26469"
162,"spotify:track:0xEET0hVtwAEI5iVMWmD5C","shadowraze","shadowfiend","Gamma Music",139,147,4,"26309"
163,"spotify:track:0EDYTUzZPOcxUkki7HcHgV","KENTUKKI","Замигает свет","OOO Universal Music",163,-1,1,"26235"
164,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",28,166,8,"26051"
165,"spotify:track:0FAdSVliQTyp25W6eh0QCw","MORGENSHTERN","SHOW","Atlantic Records Russia",2,140,20,"25999"
166,"spotify:track:0PGAJ37n4O2AslZosr1YGx","KSLV Noh","Disaster","3066940 Records DK",138,152,5,"25928"
167,"spotify:track:6NjHYjO6GUQ2OuYgrrWCCu","MiyaGi, KADI","Родная пой","Hajime Records",167,176,9,"25654"
168,"spotify:track:3858LZVkoxKeKelqBGHB6K","УННВ","Без даты","УННВ",82,162,41,"25540"
169,"spotify:track:6kZ2FxkEd6Q62eQk36e7xt","Artik & Asti","Она не я","Warner Music Russia",42,177,10,"25459"
170,"spotify:track:30bqVoKjX479ab90a8Pafp","Lil Peep","Star Shopping","Lil Peep",53,171,64,"25372"
171,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",12,170,23,"25341"
172,"spotify:track:0JLghJhfBluVUzdO9WjG9m","LSP","Ууу","Atlantic Records Russia",48,186,10,"25285"
173,"spotify:track:2LR6tiIfsolml5zWxEZHWh","INSTASAMKA","Mommy","NaMneCash Music",77,113,3,"25276"
174,"spotify:track:136bMUZ7ucIpy3cBFu8ikI","Ruki Vverh!, HammAli & Navai","Последний поцелуй","Atlantic Records Russia",62,62,2,"25245"
175,"spotify:track:2prnn41CblB8B4yWACDljP","Shouse, David Guetta","Love Tonight - David Guetta Remix Edit","Hell Beach",90,164,9,"25179"
176,"spotify:track:2ZTJxMmPZizet6NSJmSezo","uglystephan","Снова обогнал их","Mansion Music",66,130,4,"25166"
177,"spotify:track:2y9amiNtcZOgJXko2cH1qb","GSPD, DEAD BLONDE","У России три пути","GSPD",141,154,3,"25123"
178,"spotify:track:4gvrJnKCKIPiacNsWVQwEU","CKay, Dj Yo!, AX'EL","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","WM South Africa",178,-1,1,"25096"
179,"spotify:track:4NjcBu9yymywoxK1l9tdBE","кис-кис","молчи","кис-кис",96,160,39,"24981"
180,"spotify:track:4TNT1dmWRE8RVpKDHLF8UP","Kaito Shoma","GAZ","Kaito Shoma",180,180,2,"24934"
181,"spotify:track:4a9FufecE8DI2PjiJnLlpS","DOROFEEVA","gorit","MOЗGI Entertainment",11,179,45,"24812"
182,"spotify:track:5gZYpjakt37G3c58FKcQwJ","Trippie Redd, Playboi Carti","Miss The Rage (feat. Playboi Carti)","1400 Entertainment, Inc. / 10K Projects",8,169,21,"24808"
183,"spotify:track:04gmklgYhNhZxRnAvSofoE","pyrokinesis, MUKKA","Днями-ночами","Rhymes Music Inc.",132,178,27,"24703"
184,"spotify:track:7g9d7JZFkLw3ue8FAOismU","Poshlaya Molly","Нон стоп","SBA Production",146,156,31,"24695"
185,"spotify:track:571md1FedFYFaYUMUktYaF","FACE","ЮМОРИСТ - Original Motion Picture Soundtrack","Face",56,184,40,"24600"
186,"spotify:track:53iGzPusAzNm0NaNrlWv8h","kizaru, Big Baby Tape","Stick Out","KISS KOALA",1,175,22,"24552"
187,"spotify:track:1MnwDuTK1m9AV3nV3kUVes","HammAli & Navai","У окна","Atlantic Records Russia",40,182,13,"24395"
188,"spotify:track:2Db7e6H4R5XXnyuTtxUggp","MORGENSHTERN","ДУЛО","Atlantic Records Russia",1,151,21,"24310"
189,"spotify:track:5F3DJTdEIkPmBMZCqFl22c","MiyaGi","По уши я в тебя влюблён","Hajime records",189,200,2,"24166"
190,"spotify:track:69C99PshwhT5jMz1SHheNO","Платина","Случайна","РНБ КЛУБ",179,-1,2,"24058"
191,"spotify:track:7x6lrNeqx7bi981vmElWj2","Alyona Shvets","Вино и сигареты","алёна швец.",136,163,10,"23982"
192,"spotify:track:7JBQPFOBszYYGk4lUIfmfA","PHARAOH","На луне","SELF-ISSUED",153,153,6,"23921"
193,"spotify:track:23eGPliYXRWGnfMyoIfbhg","BUSTER","Большие Боссы","KISS KOALA",193,-1,1,"23916"
194,"spotify:track:6JbZYUhyqil0sCYiqEyTKm","SLAVA MARLOW","Снова я напиваюсь","Atlantic Records Russia (Distribution)",1,-1,48,"23915"
195,"spotify:track:5YaskwnGDZFDRipaqzbwQx","ATB, Topic, A7S","Your Love (9PM)","Virgin",59,181,34,"23893"
196,"spotify:track:0hjhA9lyFJ4wqCmOPRBz1a","LOVV66","Говорят чо","KISSKOALA",131,-1,12,"23860"
197,"spotify:track:5XIQxHGp9glGY6LRKl0qth","нексюша","На твиче","нексюша",80,167,14,"23859"
198,"spotify:track:3T24uF4zo7ISTUQnGC9JMT","VisaGangBeatz, MAYOT, SEEMEE","Гринч","VisaGangBeatz",170,-1,3,"23842"
199,"spotify:track:5q5LkoyUzpD5270U7eYhee","Платина","Сердце для шалав","РНБ КЛУБ",18,174,8,"23367"
