rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:776AftMmFFAWUIEAb3lHhw","Måneskin","ZITTI E BUONI","RCA Records Label",1,1,4,"165346"
2,"spotify:track:4pt5fDVTg5GhEvEtlz9dKk","Måneskin","I WANNA BE YOUR SLAVE","RCA Records Label",2,2,4,"135622"
3,"spotify:track:0sZ3fmbfUS5tMVzhXLXXPE","Dzharakhov, Markul","Я в моменте","Warner Music Russia",3,3,2,"120254"
4,"spotify:track:5MAQgObkQo8YHICDRqdYcg","MORGENSHTERN, SODA LUV, OG Buda, blago white, MAYOT","Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix","Atlantic Records Russia",1,4,5,"113040"
5,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",5,6,4,"99640"
6,"spotify:track:0si4hbWQ2OwdxKLF6x5xEX","MORGENSHTERN","ARISTOCRAT","Atlantic Records Russia",3,8,3,"94546"
7,"spotify:track:0FAdSVliQTyp25W6eh0QCw","MORGENSHTERN","SHOW","Atlantic Records Russia",2,5,5,"93886"
8,"spotify:track:1tzTlRMcw9xDqrNRzj3H2g","DEAD BLONDE","Мальчик на девятке","DEAD BLONDE",2,10,9,"82218"
9,"spotify:track:7mEDVrAHDnQJStDo8jKJJm","Go_A","SHUM","Universal Music Polska Sp. z o.o.",4,7,6,"80676"
10,"spotify:track:6Abmb1Nh7Bc5U6o4iEgSDH","HammAli & Navai","Птичка","Atlantic Records Russia",10,14,4,"78567"
11,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,13,24,"74210"
12,"spotify:track:3x07zKO2T4OcRq0AjE2Oac","MORGENSHTERN","OLALA","Atlantic Records Russia",6,11,3,"73960"
13,"spotify:track:2Db7e6H4R5XXnyuTtxUggp","MORGENSHTERN","ДУЛО","Atlantic Records Russia",1,12,6,"73109"
14,"spotify:track:3MfoVUFEXWX6bxbACLVZEG","OG Buda, MAYOT, SEEMEE, Magnum Opus, Scally Milano, YUNGWAY, BUSHIDO ZHO","ГАНЬГ Аутро","KISSKOALA",14,24,7,"69973"
15,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,18,12,"69655"
16,"spotify:track:7HMz8o0m7ASQ3ImFPfhWTY","Måneskin","CORALINE","RCA Records Label",9,9,4,"69498"
17,"spotify:track:3y1fkvCTbBhNXQpR56KXYC","ooes","зима","ooes",16,20,6,"66403"
